nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
15,Modernizarea activitatii productive desfasurate de SC Artpel Grup SRL prin achizitionarea de echipamente si utilaje,SC ARTPEL GRUP SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",521.262,88.116,261.162,165.403,1.035.942,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
16,"DIVERSIFICAREA PRODUCTIEI PRIN LANSAREA PRODUSULUI ""GEAM TERMOIZOLANT""",SC TOTAL AUTO COMARO SA,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",591.422,99.976,357.402,208.030,1.256.830,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
17,Cresterea competitivitatii firmei pe piata nationala prin achizitia de echipamente tipografice de ultima generatie,SC LABEL PRINT SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",635.349,107.402,318.625,206.064,1.267.439,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
18,Achizitie mijloace fixe in domeniul constructiilor,SC PRO CONSTRUCT IMAGE SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",448.193,75.764,402.153,175.961,1.102.071,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
19,Modernizarea sectorului productiv al companiei prin achizitia de echipamente,SC Unicon SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",683.803,115.593,532.930,253.142,1.585.468,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
20,Construire si utilare hala pentru productia si depozitarea de ambalaje din plastic (recipienti pentru uleiuri minerale),SC WHITE IMPEX SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",276.650,46.766,138.607,87.784,549.807,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
21,"Dezvoltarea sectorului productiv al SC Coralex SRL prin achizitia de echipamente, mijloace de transport tehnologice si constructia unei cladiri de productie",SC Coralex SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",690.868,116.787,572.713,262.270,1.642.638,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
22,Mijloace fixe in domeniul constructiilor civile si industriale,SC T.C.I.T. SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",364.447,61.608,182.595,364.413,973.063,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
23,Utilaje performante pentru constructii,SC DIACONU CONSTRUCTII SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",321.070,54.275,494.823,225.332,1.095.500,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
24,Servetele la puterea a patra,SC Piramida Trade Invest SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",713.936,120.686,698.637,391.319,1.924.579,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
25,MODERNIZAREA SI COMPLETAREA PARCULUI DE UTILAJE PENTRU LUCRARI DE INFRASTRUCTURA STRADALA,SC T DANCOR ROMCONSTRUCT SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,972.992,359.668,2.252.660,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
26,Mijloace europene pentru reciclarea deseurilor din demolari urbane si industriale,SC Recicling CD 2007 SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",692.104,116.996,346.757,299.613,1.455.469,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
27,Achizitie utilaje de constructie,SC EURO CONSTRUCT SA,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",393.263,66.479,306.494,164.747,930.983,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
28,CREAREA UNEI NOI UNITATI DE PRODUCTIE PENTRU FABRICAREA ARMATURILOR METALICE,SC IDACAS SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,398.411,253.568,1.571.979,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
29,Achizitionarea de echipamente performante pentru marirea capacitatii si diversificarea productiei,SC BALCANIC PROD SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,394.577,252.840,1.567.417,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
30,Achizitia de utilaje tehnologice pentru productia de mase plastice,SC BALCANIC BOPP SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,397.157,250.260,1.567.417,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
31,ACHIZITE DE ECHIPAMENTE SI UTILAJE PERFORMANTE IN DOMENIUL CONSTRUCTIILOR CIVILE,SC ROM CONSIL GRUP SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",223.214,37.733,117.407,74.958,453.312,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
32,Cresterea competitivitatii activitatii S.C. PLAST DESIGN S.R.L. prin retehnologizarea liniei de prelucrat PVC,SC PLAST DESIGN SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,443.746,262.182,1.625.928,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
33,Achizitia de utilaje performante pentru productia/constructia caselor din lemn,SC PROMILEN SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,398.411,253.568,1.571.979,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
34,ACHIZITIONAREA DE ECHIPAMENTE SI UTILAJE PENTRU CRESTEREA COMPETITIVITATII ECONOMICE,SC IGNI COMEX SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",122.807,20.760,61.529,41.162,246.258,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
35,ACHIZITII UTILAJE SI ECHIPAMENTE TEHNOLOGICE,SC ATERO SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.057,132.878,612.624,292.662,1.824.222,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
36,"CONSTRUIREA INSTALATIE NOUA DE SORTARE SI CONCASARE AGREGATE CU STATIE RECICLARE APE UZATE SI DESHIDRATARE NAMOL, LA SECTIA DE PRODUCTIE PREFABRICATE DIN BETON SI MINISTATIE DE DISTRIBUTIE CARBURANTI A SC EUROPEXPRES SRL ALBA IULIA",SC EUROREXPRES SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.260,132.912,422.069,729.343,2.070.585,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
37,ACHIZITIONARE UTILAJE TEHNOLOGICE PERFORMANTE PENTRU MODERNIZAREA ACTIVITATII DE PRODUCTIE IN DOMENIUL CONSTRUCTIILOR A SC SIMCRIS SRL ABRUD,SC SIMCRIS SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.260,132.912,422.069,473.871,1.815.113,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
38,ACHIZITIONARE UTILAJE TEHNOLOGICE PERFORMANTE PENTRU MODERNIZAREA ACTIVITATII DE PRODUCTIE IN DOMENIUL CONSTRUCTIILOR A SC TOBIMAR CONSTRUCT SRL ALBA IULIA,SC TOBIMAR CONSTRUCT SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.260,132.912,640.923,741.495,2.301.592,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
39,ACHIZITIONARE UTILAJE TEHNOLOGICE PERFORMANTE PENTRU MODERNIZAREA ACTIVITATII DE PRODUCTIE A PREFABRICATELOR DIN BETON A SC MICHAEL & KEVIN SRL VALEA LUNGA,SC MICHAEL & KEVIN SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",780.147,131.879,417.453,282.218,1.611.697,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
40,"MODERNIZARE SPATIU SC BENDIS SRL, MUN. SEBES, JUDET ALBA",SC BENDIS SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",187.040,31.618,94.710,59.540,372.908,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
41,ACHIZITIONARE DE UTILAJ TEHNOLOGIC DE INCARCARE DESCARCARE A MATERIALELOR RECICLABILE PENTRU MODERNIZAREA ACTIVITATII DE RECUPERARE A DESEURILOR A SC METEOR STAR SRL ALBA IULIA,SC METEOR STAR SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",299.354,50.604,160.184,135.539,645.681,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
42,ACHIZITIONARE UTILAJE TEHNOLOGICE PERFORMANTE PENTRU MODERNIZAREA ACTIVITATII DE PRODUCTIE IN DOMENIUL CONSTRUCTIILOR A SC ADDA CONSTRUCT SRL ALBA IULIA,SC ADDA CONSTRUCT SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.260,132.912,422.069,301.284,1.642.526,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
43,ACHIZITIONARE UTILAJE TEHNOLOGICE PERFORMANTE PENTRU MODERNIZAREA ACTIVITATII DE PRODUCTIE IN DOMENIUL CONSTRUCTIILOR A SC MARIUS CONSTRUCT SRL ALBA IULIA,SC MARIUS CONSTRUCT SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",769.749,130.121,411.893,279.270,1.591.034,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
44,ACHIZITIONARE UTILAJE TEHNOLOGICE PERFORMANTE PENTRU USCAREA LEMNULUI SI INSTALATIE DE FILTRARE SI TRIMITERE RUMEGUS PENTRU MODERNIZAREA ACTIVITATILOR DE PRODUCTIE IN DOMENIUL FABRICARII MOBILEI A SC NUOVA ROMITAL SRL ALBA IULIA,SC NUOVA ROMITAL SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",682.804,115.424,365.369,254.644,1.418.240,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
45,DIVERSIFICAREA GAMEI DE PRODUSE LA SC SANTA SA,SC SANTA SA,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",784.504,132.615,393.051,388.777,1.698.947,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
46,"Modernizarea unitatii de productie a SC Norvinia SRL prin achizitionarea de echipamente, utilaje si aplicatii informatice in vederea optimizarii si rentabilizarii fluxului de productie",SC NORVINIA SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,394.286,249.852,1.564.137,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
47,LAVARO - MODERNIZARE PENTRU CALITATE SI PERFORMANTA,SC LAVARO SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,417.680,254.159,1.591.839,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
48,CRESTEREA PRODUCTIVITATII PRIN RETEHNOLOGIZARE SI REORGANIZAREA SPATIULUI DE PRODUCTIE LA S.C. BRANDAN S.R.L.,SC BRANDAN S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",748.416,126.515,375.022,281.521,1.531.474,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
49,Diversificarea productiei prin lansarea de noi produse - ambalaje industriale,SC MIKIM S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",502.975,85.025,252.000,159.600,999.600,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
50,"Dotarea sectiei de productie a firmei TORO OPTIC Co. Ltd. SRL, cu noile tehnologii de executie a lentilelor din plastic si a tratamentului antireflex si cu inca un utilaj automat de prelucrare a conturului lentilei",SC TORO OPTIC Co. Ltd. SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",291.606,49.294,159.100,95.000,595.000,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
51,Imbunatatirea dotarii tehnologice a firmei SC Productie Multinr SRL.,SC Productie Multinr SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",523.419,88.481,568.918,748.466,1.929.283,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
52,ACHIZITIONARE UTILAJE TEHNOLOGICE SI MIJLOC DE TRANSPORT TEHNOLOGIC LA SC LASZLO-CONSTR SRL,SC LASZLO-CONSTR SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,394.286,315.390,1.629.675,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
53,ACHIZITIONAREA UNUI CONCASOR MOBIL CU FALCI LA SC TIP-AUTOIMPEX SRL,SC TIP-AUTOIMPEX SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,394.286,315.390,1.629.675,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
54,DOTAREA FABRICII DE MOBILA CU UTILAJE SI ECHIPAMENTE TEHNOLOGICE LA SC SZEL-MOB SRL,SC SZEL-MOB SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,602.542,306.090,1.828.633,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
55,CRESTEREA COMPETITIVITATII SOCIETATII HARFOREST SRL PRIN INVESTITIE IN UTILAJ TEHNOLOGIC PERFORMANT DE PRELUCRARE A LEMNULUI,SC BALAST CENTRUM SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",589.596,99.668,447.157,673.546,1.809.967,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
56,CRESTEREA COMPETITIVITATII SOCIETATII HARFOREST SRL PRIN INVESTITIE IN UTILAJ TEHNOLOGIC PERFORMANT DE PRELUCRARE A LEMNULUI,SC HARFOREST SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",91.024,15.387,45.605,29.240,181.256,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
57,"Achizitie utilaje pentru marirea capacitatii de productie,loc.Targu-Mures, jud.Mures",SC ROLLO TOUR S.R.L.,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",786.968,133.032,394.287,261.239,1.575.526,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
58,Modernizarea S.C. Moragroind S.R.L prin achizitionarea de echipamente si utilaje in vederea optimizarii activitatii de constructii,SC MORAGROIND SRL,"Axa Prioritară 1/ DMI 1.1.1. Investiţii productive şi pregătirea pentru competiţia de piaţă a întreprinderilor, în special IMM/ A2- Sprijin financiar de până la 920.000 lei pentru investiţii pentru IMM",762.725,128.934,641.674,850.046,2.383.379,LEI,http://localhost:9999/Lista_contractate_POS_CCE_30_aprilie_2010.pdf
