nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
13,Viitori antreprenori si cetateni activi – Sistem informatic colaborativ pentru liceu,"Liceul Teoretic cu clasele I-XII ""Mihail Kogalniceanu""",Axa Prioritară 1/ DMI 1.1. Acces la educaţie şi formare profesională iniţială de calitate,1.396.397,408.900,36.843,0,1.842.139,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
14,Invata sa fii antreprenor si cetatean activ in judetul tau SISTEM INFORMATIC COLABORATIV PENTRU ELEVII DE LICEU,"Liceul Teoretic ""Al.I. Cuza""",Axa Prioritară 1/ DMI 1.1. Acces la educaţie şi formare profesională iniţială de calitate,1.397.093,409.104,36.862,0,1.843.059,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
15,„Pregăteşte-ţi Viitorul –sistem digital de orientare şcolară şi profesională”,CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA TELEORMAN,Axa Prioritară 1/ DMI 1.1. Acces la educaţie şi formare profesională iniţială de calitate,1.396.409,408.903,36.844,0,1.842.156,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
16,ANTREPRENORIAT SI CETATENIE ACTIVA - Platforma informatica interactiva pentru orientare vocationala a elevilor de liceu,"Liceul Teoretic ""Constantin Noica""",Axa Prioritară 1/ DMI 1.1. Acces la educaţie şi formare profesională iniţială de calitate,1.392.213,407.674,36.732,0,1.836.619,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
17,„Paşi spre o carieră europeană – consilierea şi orientarea cu suport digital”,CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA VALCEA,Axa Prioritară 1/ DMI 1.1. Acces la educaţie şi formare profesională iniţială de calitate,1.401.269,410.326,36.232,0,1.847.827,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
18,Cadru de referinţă al curriculumului naţional pentru învăţământul preuniversitar: un imperativ al reformei curriculare,Centrul Naţional pentru Curriculum şi Evaluare în Învăţământul Preuniversitar,Axa Prioritară 1/ DMI 1.1. Acces la educaţie şi formare profesională iniţială de calitate,13.470.938,3.944.625,365.000,703.714,18.484.277,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
19,Restructurarea curriculumului naţional în învăţământul liceal,Centrul Naţional pentru Curriculum şi Evaluare în Învăţământul Preuniversitar,Axa Prioritară 1/ DMI 1.1. Acces la educaţie şi formare profesională iniţială de calitate,13.107.641,3.838.242,345.834,1.208.264,18.499.981,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
20,"Revizuirea metodologiilor, instrumentelor si procedurilor pentru cresterea calitatii invatamantului profesional si tehnic",Centrul Naţional pentru Curriculum şi Evaluare în Învăţământul Preuniversitar,Axa Prioritară 1/ DMI 1.1. Acces la educaţie şi formare profesională iniţială de calitate,8.212.421,2.404.801,216.678,0,10.833.900,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
21,Proces educational optimizat in viziunea competentelor societatii cunoasterii,"Unitatea de Management al Proiectelor pentru Invatamantul Preuniversitar - Ministerul Educatiei, Cercetarii si Tineretului",Axa Prioritară 1/ DMI 1.1. Acces la educaţie şi formare profesională iniţială de calitate,13.230.429,3.874.198,349.075,955.670,18.409.372,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
22,Dezvoltarea competentelor cheie- premisa a incluziunii sociale,"Ministerul Educaţiei, Cercetării si Tineretului",Axa Prioritară 1/ DMI 1.1. Acces la educaţie şi formare profesională iniţială de calitate,14.021.054,4.105.712,369.934,0,18.496.700,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
23,Corelarea ofertei educationale a invatamantului profesional si tehnic cu cerintele pietei muncii,Centrul National de Dezvoltare a Invatamantului Profesional si Tehnic,Axa Prioritară 1/ DMI 1.1. Acces la educaţie şi formare profesională iniţială de calitate,14.019.756,4.105.333,369.900,0,18.494.989,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
24,Dezvoltarea unui sistem operaţional al calificărilor din învăţământul superior din România,Agenţia Naţională pentru Calificările din Învăţământul Superior şi Parteneriat cu Mediul Economic şi Social,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,13.168.117,3.933.334,349.011,0,17.450.461,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
25,Imbunatatirea Managementului Universitar,Unitatea Executiva pentru Finantarea Invatamantului Superior si a Cercetarii Stiintifice Universitare (UEFISCSU),Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,13.385.866,3.998.375,370.000,0,17.754.241,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
26,Calitate si Leadership pentru Invatamantul Superior Romanesc,Unitatea Executiva pentru Finantarea Invatamantului Superior si a Cercetarii Stiintifice Universitare (UEFISCSU),Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,13.737.698,4.103.468,370.000,0,18.211.166,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
27,Informare corectă - cheia recunoaşterii studiilor,"Ministerul Educatiei, Cercetarii si Tineretului",Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,2.622.443,783.327,69.506,0,3.475.275,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
28,Asigurarea calităţii în învăţământul superior din România in context european. Dezvoltarea managementului calităţii academice la nivel de sistem şi instituţional,ARACIS,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,13.810.679,4.125.268,366.040,0,18.301.987,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
29,REGISTRUL MATRICOL UNIC,Unitatea Executiva pentru Finantarea Invatamantului Superior si a Cercetarii Stiintifice Universitare (UEFISCSU),Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,13.220.906,3.949.102,370.001,0,17.540.009,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
30,Asigurarea calităţii programelor de studii universitare prin formarea resursei umane şi orientare spre piaţa muncii,UNIVERSITATEA BABES BOLYAI,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,1.365.034,407.737,36.179,0,1.808.950,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
31,"Studii universitare de masterat in domeniul ""Inginerie si Management (IM)""",Universitatea Tehnica din Cluj-Napoca,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,693.477,207.143,18.380,0,919.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
32,"Proiectarea şi implementarea unui program de studii masterale de tip Bologna, cu deschidere internaţională, în domeniul Managementului şi Ingineriei Calităţii, în acord cu cerinţele pieţei muncii",Universitatea Tehnică din Cluj-Napoca,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,558.404,166.796,14.800,0,740.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
33,Calificari si standardizare europeana in asistenta sociala - acronim Eur-AS,Universitatea George Bacovia Bacau,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,762.145,227.654,20.200,60.000,1.069.999,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
34,IMPLEMENTAREA UNOR METODE MODERNE DE PREDARE/INVATARE/EVALUARE (SOFTWARE) IN FIZIOPATOLOGIA PRACTICA,UNIVERSITATEA DE MEDICINA SI FARMACIE DIN CRAIOVA,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,171.996,51.376,4.558,4.330,232.260,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
35,Viitor fara granite,Universitatea Ecologica Bucuresti,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,1.053.231,314.601,73.508,0,1.441.340,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
36,Masterat international in robotica adaptabil la piata fortei de munca,Universitatea Tehnica din Cluj-Napoca,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,989.951,295.700,26.238,0,1.311.888,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
37,Modernizarea educatiei academice prin introducerea unui sistem informatic pentru managementul universitatilor romanesti (SIMUR),Academia de Studii Economice Bucuresti,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,12.840.549,3.835.489,554.002,0,17.230.040,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
38,"Formarea cadrelor didactice universitare si a studentilor în domeniul utilizarii unor instrumente moderne de predare-învătare- evaluare pentru disciplinele matematice, în vederea creării de competente performante si practice pentru piata muncii","Ministerul Educatiei, Cercetarii si Tineretului",Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,13.943.861,4.165.049,369.569,0,18.478.479,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
39,Formarea si dezvoltarea aptitudinilor si interesului pentru cercetarea stiintifica teoretica si aplicata la nivelul studiilor de licenta si masterat in domeniul stiintelor sociale si politice,Scoala Nationala de Studii Politice si Administrative,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,12.087.813,3.610.645,320.440,0,16.018.898,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
40,"Instrumente si mecanisme de crestere si facilitare a accesului la invatamantul superior bazate pe dezvoltarea parteneriatelor orizontale si verticale intre institutii de invatamant, structuri centrale si locale ale sistemului educational si actori sociali/sectoriali",Scoala Nationala de Studii Politice si Administrative - Facultatea de Comunicare si Relatii Publice,Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior,11.776.133,3.517.546,312.116,0,15.605.795,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
41,DEZVOLTAREA DERMATOONCOLOGIEI CA LINIE INTEGRATA DE INVATAMANT SUPERIOR MEDICAL (STUDII DE LICENTA SI MASTERAT) SI A UNEI RETELE DE PARTENERIAT INTERUNIVERSITARE IN DOMENIU UNIVERSITATEA DE MEDICINA SI FARMACIE CAROL DAVILA BUCURETSI Axa Prioritară 1/ DMI 1.2. Calitate în învăţământul superior 12.761.952 3.812.011 338.244 16.912.207 42 Schema de sustinere complementara a mobilitatii europene a cadrelor didactice din invatamantul preuniversitar beneficiare ale Programului de Invatare pe Tot Parcursul Vietii (life Long Learning),Agentia Nationala pentru Programe Comunitare in Domeniul Educatiei si Formarii Profesionale,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,8.523.630,2.005.870,447.278,0,10.976.778,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
43,Transdisciplinaritate şi calitate în formarea cadrelor didactice – noi perspective instituţionale şi metodologice,Institutul de Stiinte ale Educatiei,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,11.400.736,2.682.940,287.422,50.000,14.421.098,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
44,Dezvoltarea profesionala a cadrelor didactice prin activitati de mentorat,Unitatea de Management al Proiectelor pentru Invatamantul Preuniversitar,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,14.541.830,3.422.136,366.612,0,18.330.578,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
45,Restructurarea sistemului de formare continuă a personalului din învăţământul preuniversitar prin generalizarea sistemului de credite profesionale transferabile,Centrul National de Formare a Personalului din Invatamantul Preuniversitar,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,10.421.637,2.452.529,262.740,0,13.136.906,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
46,"Dezvoltarea resurselor umane in educaţie pentru administrarea reţelelor de calculatoare din şcolile romaneşti prin dezvoltarea si susţinerea de programe care sa sprijine noi profesii in educaţie, in contextul procesului de reconversie a profesorilor si at","MINISTERUL EDUCATIEI, CERCETARII SI TINERETULUI",Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,14.247.200,3.352.800,360.000,0,17.960.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
47,Metode inovative în formarea personalului didactic pentru dezvoltarea abilităţilor de viaţă ale elevilor,"Ministerul Educatiei, Cercetarii si Tineretului",Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,7.354.948,1.730.843,185.424,0,9.271.215,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
48,Instruirea in societatea cunoasterii,"Ministerul Educatiei, Cercetarii si Tineretului",Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,12.151.978,2.859.730,306.361,0,15.318.069,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
49,Centrul de formare a cadrelor didactice din învăţământul special şi instituţii integratoare „OPTIMA”,Centrul Scolar pentru Educatie Incluziva nr. 2,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.455.440,342.509,36.693,0,1.834.642,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
50,Dezvoltarea de Cariere in Invatamant prin Formarea Resurselor Umane (CIFRU),Universitatea POLITEHNICA din Bucuresti,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.464.494,344.640,36.921,0,1.846.055,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
51,EUROCOMP - Centru de pregatire complementara a cadrelor didactice preuniversitare pentru adaptarea activitatii didactice la noile cerinte europene ale educatiei,Universitatea din Craiova,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.462.882,344.261,36.882,0,1.844.025,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
52,MARCON- Dezvoltarea si implementarea unui sistem calitativ de formare iniţială şi continuă a cadrelor didactice din învăţământul superior de marină şi furnizarea de programe de perfecţionare în conformitate cu cerinţele industriei maritime,Universitatea Maritimia din Constanta,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.450.542,341.357,36.570,0,1.828.469,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
53,"Formarea si perfectionarea cadrelor didactice din invatamantul preuniversitar pentru predarea stiintelor - ""Descopera ""","Institutul National pentru Fizica Laserilor, Plasmei si Radiatiei - Center for Science Education and Training",Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.467.298,345.300,36.991,0,1.849.589,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
54,Pregătirea cadrelor didactice din domeniile ştiinţific şi tehnologic printr-un program de masterat adecvat societăţii cunoaşterii,Universitatea de Petrol si Gaze - Ploiesti,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.467.554,345.360,36.998,0,1.849.912,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
55,"Formarea şi perfecţionarea personalului didactic auxiliar (bibliotecari, redactori, documentarişti) din învăţământul preuniversitar",UNIVERSITATEA DIN BUCURESTI,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,380.888,89.635,9.603,0,480.125,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
56,Oportunităţi de consolidare a carierei în societatea cunoaşterii în regiunea SV Oltenia,SIVECO Romania SA,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.421.061,334.419,92.394,0,1.847.874,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
57,Dezvoltarea carierei în societatea cunoaşterii în regiunea SE,SIVECO Romania SA,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.421.061,334.419,92.394,0,1.847.874,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
58,Cariera didactică în societatea cunoaşterii adaptată la regiunea NV,SIVECO Romania SA,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.421.061,334.419,92.394,0,1.847.874,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
59,Progresul carierei didactice în societatea cunoaşterii adaptat la regiunea S Muntenia,SIVECO Romania SA,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.421.061,334.419,92.394,0,1.847.874,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
60,Formarea de competente de predare a chimiei pentru cadrele didactice din invatamantul preuniversitar licentiate in alte discipline inrudite,Universitatea de Vest Timisoara,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,292.402,68.811,7.372,41.211,409.796,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
61,"Dezvoltarea oportunitatilor de formare continua pentru cadrele didactice, prin utilizarea de resurse digitale in sistem blended learning","Casa Corpului Didactic ,,Simion Mehedinţi”,",Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.458.606,343.254,36.774,0,1.838.635,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
62,Formarea profesională în educaţie în contextul dezvoltării societăţii cunoaşterii în regiunea NE,SIVECO Romania SA,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.421.061,334.419,92.394,0,1.847.874,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
63,Modalităţi de consolidare a carierei în societatea bazată pe cunoaştere în regiunea B-IF,SIVECO Romania SA,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.420.977,334.399,92.388,0,1.847.765,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
64,Formarea cadrelor didactice debutante pentru o cariera de succes in invatamantul preuniversitar,Casa Corpului Didactic Dolj,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,1.463.029,344.295,36.885,0,1.844.209,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
65,Profesorul - creator de soft educational,"Ministerul Educatiei, Cercetarii si Tineretului",Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,11.045.293,2.599.294,278.461,49.950,13.972.998,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
66,Formarea formatorilor: o necesitate pentru alinierea la standardele Uniunii Europene privind formarea profesionala din domeniul feroviar.,Centrul National de Calificare și Instruire Feroviara - CENAFER,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,7.520.899,1.769.897,189.608,227.401,9.707.805,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
67,"„Dezvoltarea resurselor umane in sistemul de formare profesionala continua prin dezvoltarea si susţinerea de programe pentru formarea si perfecţionarea formatorilor furnizorilor publici si privaţi de formare profesionala continua, in scopul creşterii calităţii si alinierii la cerinţele legislaţiei in acest domeniu – FPC- FORMATOR”",Consiliul National pentru Formarea Profesionala a Adultilor,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,14.633.484,3.443.705,369.000,0,18.446.189,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
68,Dezvoltarea resursei umane pentru managementul eficient al bazelor de date calitative ale rezultatelor examenelor şi evaluărilor naţionale din învăţământul preuniversitar - DRU-MEBD-EN,Centrul Naţional pentru Curriculum şi Evaluare în Învăţământul Preuniversitar,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,13.618.780,3.204.914,343.340,1.332.890,18.499.924,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
69,Formare continua de tip “blended learning” pentru cadrele didactice universitare,Universitatea Bucuresti,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,4.283.874,1.008.126,108.000,0,5.400.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
70,"IMBUNATATIREA CALIFICARII SI DEZVOLTAREA CARIEREI CADRELOR DIDACTICE CU FUNCTIE DE CONSILIERE SI TERAPIE EDUCATIONALA: PROFESORI- PSIHOLOGI SI CONSILIERI SCOLARI, PRIN INSTRUMENTE INOVATIVE TIC",SC COGNITROM SRL,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,4.094.597,963.583,274.000,147.820,5.480.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
71,Formarea profesionala a cadrelor didactice din invatamantul preuniversitar pentru noi oportunitati de dezvoltare in cariera,"Unitatea de Management al Proiectelor pentru Invatamantul Preuniversitar - Ministerul Educatiei, Cercetarii si Tineretului",Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,14.325.926,3.371.327,361.168,414.322,18.472.743,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
72,Profesionisti in sistemul de formare profesionala din Romania,"ITSC - Institutul de Training, Studii si Cercetari, Patronatul I.M.M. Judeţean Mureş",Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,4.402.871,1.036.130,111.000,0,5.550.000,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
73,«Împreuna pentru calitate în educatie» - Dezvoltarea resurselor umane din învăţământul preuniversitar prin parteneriat educaţional,Federatia Sindicatelor Libere din Invatamant,Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,7.206.237,1.695.847,181.676,0,9.083.760,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
74,"Specializarea personalului didactic universitar pentru funcţia de ""Cadru didactic supervizor"" de practică tehnologică şi de cercetare","Universitatea Tehnică ""Gheorghe Asachi"" din Iaşi Departamentul pentru Pregătirea Personalului Didactic",Axa Prioritară 1/ DMI 1.3. Dezvoltarea resurselor umane în educaţie şi formare profesională,3.198.150,752.622,80.628,83.606,4.115.006,LEI,http://localhost:9999/Lista_contractate_POS_DRU_30_aprilie_2010.pdf
