"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"EDUCATION ET FORMATION","Atelier de pédagogie personnalisée","61,000 €","30,500 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE","Programme opérationnel national Fonds social européen",,
"PAIO OUEST DE L'EURE","Accompagnement des jeunes les plus en difficulté","332,800 €","145,000 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY","Programme opérationnel national Fonds social européen","65","Modernisation et renforcement des institutions du marché du travail"
"Solidarité Emploi Roumois","2008-ATELIER CHANTIER INSERTION (Utas de Louviers)","21,120 €","10,560 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / BOURGTHEROULDE-INFREVILLE / THUIT-HEBERT","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Solidarité Emploi Roumois"," 2008 - ATELIER CHANTIER INSERTION (Utas de Pont Audemer)","7,920 €","3,960 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / BOURGTHEROULDE-INFREVILLE / THUIT-HEBERT","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Solidarité Emploi Roumois","2009 - ATELIER CHANTIER INSERTION (utas de Louviers et Pont Audemer)","29,040 €","14,520 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / BOURGTHEROULDE-INFREVILLE / THUIT-HEBERT","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CENTRE INTERCOMMUNAL D ACTION SOCIALE DE LA COMMUNAUTE DES COMMUNES RURALES DU CANTON DE BRIONNE","ATELIER CHANTIER INSERTION /2008","37,650 €","18,825 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / BRIONNE / BRIONNE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CENTRE INTERCOMMUNAL D ACTION SOCIALE DE LA COMMUNAUTE DES COMMUNES RURALES DU CANTON DE BRIONNE","ATELIER CHANTIER INSERTION /2009","37,650 €","18,825 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / BRIONNE / BRIONNE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.L.P.I","ATELIER CHANTIER INSERTION / 2008","41,415 €","20,708 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / CORMEILLES","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A.L.P.I","ATELIER CHANTIER INSERTION / 2009","41,416 €","20,708 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / CORMEILLES / CORMEILLES","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ESPACE MOTO RETRO","ATELIER CHANTIER INSERTION /2008","52,710 €","26,355 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / MONTFORT-SUR-RISLE / SAINT-PHILBERT-SUR-RISLE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ESPACE MOTO RETRO","ATELIER CHANTIER INSERTION /2009","52,710 €","26,355 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / MONTFORT-SUR-RISLE / SAINT-PHILBERT-SUR-RISLE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"PAREC","ATELIER CHANTIER INSERTION /2008","225,900 €","112,950 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / PONT-AUDEMER","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"PAREC","ATELIER CHANTIER D'INSERTION / 2009","225,900 €","112,950 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / BERNAY / PONT-AUDEMER / PONT-AUDEMER","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ATESA","Communication/valorisation vers l'emploi","16,640 €","8,320 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ECOTRI","Aide aux postes dans les entreprises d'insertion 2010","445,326 €","162,400 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Mission Locale Pays d'Evreux et Eure Sud","Accompagnement des jeunes les les plus en dfficulté","230,041 €","40,244 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX","Programme opérationnel national Fonds social européen","65","Modernisation et renforcement des institutions du marché du travail"
"ATESA","PLATEFORME DE SOCIALISATION /2008","79,000 €","39,500 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ATESA","PLATEFORME DE SOCIALISATION /2009","63,200 €","31,600 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Conseil Régional de Haute-Normandie","Formation Passerelle 2010 : Niveau II -Ingénieur (CFAI de l'Eure)","99,393 €","44,727 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"ID'VETS","ATELIER CHANTIER INSERTION /2008","124,245 €","62,123 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ID'VETS","ATELIER CHANTIER INSERTION /2009","124,245 €","62,123 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"PAROLE ET SENS","MEDIA ATELIER -2008","46,461 €","23,231 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"PAROLE ET SENS","MEDIA ATELIER -2009","58,077 €","29,039 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"UIMM EURE","Information sur les métiers industriels porteurs d'emploi auprès du grand public","81,202 €","40,601 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ANPE","Accompagnement renforcé - ANPE Evreux 2008","38,732 €","2,140 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ATESA","PLATEFORME DE SOCIALISATION ATESA 2008","15,800 €","15,800 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Centre de Formation Routière (CFR)","CACES 13-5 -CFR Evreux- 2008 - N° ind 2109",700 €,700 €,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CURSUS","Chantier d'insertion - CURSUS 2008","18,495 €","18,495 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"EMPLOI CONSEIL","''Parrainage adulte'' Emploi Conseil 2008 (antenne Evreux)","7,609 €","7,609 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Formation Picarde de Sécurité (FPS)","Formation 2008 - CQP APS - N° 2127 ","1,080 €","1,080 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ID'VETS","Chantier insertion - ID VETS' 2008","8,825 €","8,500 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"IFAIR","Aide à la mobilité - IFAIR 2008","2,850 €","2,550 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"PAROLE ET SENS","Média Atelier - PAROLE ET SENS 2008","5,162 €","5,162 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"PLIE de la Communauté d'Agglomération d'Evreux","Accompagnement renforcé Education et Formation (2008_2010) - Lot N°4","121,657 €","121,657 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"PLIE de la Communauté d'Agglomération d'Evreux","Accompagnement renforcé Emploi Conseil (2008-2010) - Lot N° 2","115,997 €","112,997 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"PLIE de la Communauté d'Agglomération d'Evreux","Accompagnement renforcé Mission Locale (2008-2010) - LOT N° 1","118,098 €","118,098 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"PLIE de la Communauté d'Agglomération d'Evreux","Accompagnement renforcé Régie des Quartiers (2008-2010) -Lot N° 3","137,223 €","105,123 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"PLIE de la Communauté d'Agglomération d'Evreux","Acommpagnement renforcé AURORE (2008-2010) - Lot N° 5","133,466 €","133,466 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"PLIE de la Communauté d'Agglomération d'Evreux","subvention globale FSE du PLIE D'EVREUX","1,206,025 €","600,000 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX / EVREUX","Programme opérationnel national Fonds social européen",,
"ECOTRI","Aide aux postes dans les entreprises d'insertion 2009","445,326 €","157,685 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / EVREUX-NORD / GRAVIGNY","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Formation à l'accompagnement systémique","7,000 €","7,000 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / LOUVIERS / LOUVIERS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Prestation de bilan socioprofessionnel individuel","5,424 €","5,424 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / LOUVIERS / LOUVIERS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Prestation de bilan socioprofessionnel individuel","10,000 €","10,000 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / LOUVIERS / LOUVIERS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Prestation de supervision des conseillers en insertion","1,000 €","1,000 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / LOUVIERS / LOUVIERS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Prestation de supervision des conseillers en insertion","3,827 €","3,827 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / LOUVIERS / LOUVIERS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Prestation de supervision des conseillers en insertion","4,784 €","4,784 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / LOUVIERS / LOUVIERS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Sensibilisation aux conduites addictives","2,000 €","2,000 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / LOUVIERS / LOUVIERS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Subvention globale du PLIE SEINE EURE","1,257,334 €","600,000 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / LOUVIERS / LOUVIERS","Programme opérationnel national Fonds social européen",,
"CROIX-ROUGE Française","ATELIER CHANTIER D INSERTION /2009","9,000 €","4,500 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / NEUBOURG","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CROIX-ROUGE Française","ATELIER CHANTIER INSERTION /2008","22,590 €","11,295 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / NEUBOURG","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A. D. S. INSERTION (SOLIDARITE INSERTION)","ATELIER CHANTIER INSERTION/2008","154,365 €","77,183 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / SAINT-ANDRE-DE-L'EURE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"A. D. S. INSERTION (SOLIDARITE INSERTION)","ATELIER CHANTIER INSERTION /2009","154,365 €","77,183 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / SAINT-ANDRE-DE-L'EURE / SAINT-ANDRE-DE-L'EURE","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"L' ARBRE AUX LEGUME","ATELIER CHANTIER INSERTION /2008","23,625 €","11,813 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / VERNON-NORD / SAINT-MARCEL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"L' ARBRE AUX LEGUME","ATELIER CHANTIER INSERTION /2009","67,606 €","33,803 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / EVREUX / VERNON-NORD / SAINT-MARCEL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"APEF ( A TOUT' VAPEUR)","ATELIER CHANTIER D INSERTION /2009","56,475 €","28,237 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"APEF ( A TOUT' VAPEUR)","ATELIER CHANTIER INSERTION /2008","45,180 €","22,590 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Ensemble vers l'insertion et l'emploi","Un temps pour soi","52,038 €","21,019 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"FONDATION DE L' ARMEE DU SALUT","ATELIER CHANTIER D INSERTION / 2009","75,300 €","37,650 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / FLEURY-SUR-ANDELLE / RADEPONT","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"FONDATION DE L' ARMEE DU SALUT","ATELIER CHANTIER INSERTION /2008","75,300 €","37,650 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / FLEURY-SUR-ANDELLE / RADEPONT","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ESPACE CONDORCET","ATELIER CHANTIER INSERTION /2008","33,885 €","16,942 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / GAILLON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ESPACE CONDORCET","ATELIER CHANTIER INSERTION /2009","33,885 €","16,943 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / GAILLON / GAILLON","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ODS","Aide aux postes dans les entreprises d'insertion 2009","183,939 €","91,970 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ODS","Aide aux postes dans les entreprises d'insertion 2010","203,301 €","96,810 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ANPE","accompagnement individualisé des bénéficiaires du PLIE","31,626 €","30,000 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ANPE","accompagnement individualisé des bénéficiaires du PLIE par un conseiller Pôle Emploi","34,249 €","34,249 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION SOLIDAIRES","ATELIER CHANTIER INSERTION -2008","150,600 €","75,300 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ASSOCIATION SOLIDAIRES","ATELIER CHANTIER  INSERTION -2009","105,600 €","52,800 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"CCAS de Val de Reuil","Mise à disposition de locaux pour les conseillers du PLIE","3,014 €",,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","1 - Mise en situation d'Emploi (contrats classiques + contrats aidés)","65,952 €",,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","1 - Mise en situation d'Emploi (contrats classiques + contrats aidés)","66,709 €",,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Actions de formation chaînons manquants","4,000 €","4,000 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Ateliers de l'espace ressource insertion","2,000 €","2,000 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Ateliers de l'espace ressource insertion","3,616 €",,"FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Ateliers de l'espace ressource insertion : Autonomie et dynamique de recherche d'emploi","2,000 €","2,000 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"COMMUNAUTE D'AGGLOMERATION SEINE EURE","Ateliers de l'espace ressource insertion Mobilité et mieux être pour l'emploi","2,450 €","2,450 €","FONDS SOCIAL EUROPEEN","HAUTE-NORMANDIE","EURE / LES ANDELYS / VAL-DE-REUIL / VAL-DE-REUIL","Programme opérationnel national Fonds social européen","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
