regione,provincia,nome,tipo_istituto,cod_mec,indirizzo,citta,cap,email,indirizzo_web,codice_del_progetto,obiettivo,azione,stato_del_progetto,protocollo,data,ammontare_assegnato,totale_importo_pagato
SICILIA,AG,IS        UGO FOSCOLO,ISTITUTO SUPERIORE,AGIS00100X,"VIA PIRANDELLO, 6",CANICATTI' E BORGALINO,92024,AGIS00100X@istruzione.it,"",B-1-FSE-2007-1556,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.892,85"
SICILIA,AG,IS        UGO FOSCOLO,ISTITUTO SUPERIORE,AGIS00100X,"VIA PIRANDELLO, 6",CANICATTI' E BORGALINO,92024,AGIS00100X@istruzione.it,"",B-4-FSE-2007-863,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.892,85"
SICILIA,AG,IS        UGO FOSCOLO,ISTITUTO SUPERIORE,AGIS00100X,"VIA PIRANDELLO, 6",CANICATTI' E BORGALINO,92024,AGIS00100X@istruzione.it,"",C-1-FSE-2007-1908,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 29.464,25","EUR 29.464,23"
SICILIA,AG,IS        UGO FOSCOLO,ISTITUTO SUPERIORE,AGIS00100X,"VIA PIRANDELLO, 6",CANICATTI' E BORGALINO,92024,AGIS00100X@istruzione.it,"",D-1-FSE-2007-940,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.892,85"
SICILIA,AG,IS        UGO FOSCOLO,ISTITUTO SUPERIORE,AGIS00100X,"VIA PIRANDELLO, 6",CANICATTI' E BORGALINO,92024,AGIS00100X@istruzione.it,"",F-2-FSE-2007-261,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",2-Interventi per promuovere il successo scolastico per le scuole del secondo ciclo,Avviato,5823,20-12-2007,"EUR 34.111,28","EUR 34.111,28"
SICILIA,AG,IS        UGO FOSCOLO,ISTITUTO SUPERIORE,AGIS00100X,"VIA PIRANDELLO, 6",CANICATTI' E BORGALINO,92024,AGIS00100X@istruzione.it,"",G-1-FSE-2007-341,G-Migliorare i sistemi di apprendimento durante tutto l'arco della vita,1-Interventi formativi flessibili finalizzati al recupero dell'istruzione di base per giovani e adulti,Avviato,5823,20-12-2007,"EUR 11.785,71","EUR 11.785,71"
SICILIA,AG,SMS        S.GANGITANO,SCUOLE SECONDARIA DI PRIMO GRADO,AGMM01500P,VIA        PIRANDELLO,CANICATTI' E BORGALINO,92024,AGMM01500P@istruzione.it,"",F-1-FSE-2007-987,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 60.968,42","EUR 56.896,71"
SICILIA,CT,"ITI ""G. FERRARIS""",ISTITUTO TECNICO INDUSTRIALE,CTTF09000C,VIA G. MOTTA N.85,SAN GIOVANNI LA PUNTA,95037,CTTF09000C@istruzione.it,"",D-1-FSE-2007-1102,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.853,06"
SICILIA,CT,IC D. SAVIO - S. GREGORIO,ISTITUTO COMPRENSIVO,CTIC852002,VIA SGROPPILLO 27,SAN GREGORIO DI CATANIA,95027,CTIC852002@istruzione.it,"",B-4-FSE-2007-1117,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.745,10"
SICILIA,CT,IC D. SAVIO - S. GREGORIO,ISTITUTO COMPRENSIVO,CTIC852002,VIA SGROPPILLO 27,SAN GREGORIO DI CATANIA,95027,CTIC852002@istruzione.it,"",B-7-FSE-2007-292,B-Migliorare le competenze del personale della scuola e dei docenti,7-Interventi individualizzati e per l'auto-aggiornamento del personale scolastico (per questo bando limitatamente all'apprendimento linguisitico),Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.860,68"
SICILIA,CT,IC D. SAVIO - S. GREGORIO,ISTITUTO COMPRENSIVO,CTIC852002,VIA SGROPPILLO 27,SAN GREGORIO DI CATANIA,95027,CTIC852002@istruzione.it,"",B-9-FSE-2007-468,B-Migliorare le competenze del personale della scuola e dei docenti,9-Sviluppo di competenze sulla gestione amministrativo-contabile e di controllo e sulle procedure di acquisizione di beni e servizi,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.880,79"
SICILIA,CT,IC D. SAVIO - S. GREGORIO,ISTITUTO COMPRENSIVO,CTIC852002,VIA SGROPPILLO 27,SAN GREGORIO DI CATANIA,95027,CTIC852002@istruzione.it,"",C-1-FSE-2007-2308,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 9.821,42","EUR 9.384,93"
SICILIA,CT,IC D. SAVIO - S. GREGORIO,ISTITUTO COMPRENSIVO,CTIC852002,VIA SGROPPILLO 27,SAN GREGORIO DI CATANIA,95027,CTIC852002@istruzione.it,"",C-4-FSE-2007-626,C-Migliorare i livelli di conoscenza e competenza dei giovani,4-Interventi individualizzati per promuovere l'eccellenza,Avviato,5823,20-12-2007,"EUR 5.014,28","EUR 3.161,44"
SICILIA,CT,IC D. SAVIO - S. GREGORIO,ISTITUTO COMPRENSIVO,CTIC852002,VIA SGROPPILLO 27,SAN GREGORIO DI CATANIA,95027,CTIC852002@istruzione.it,"",D-1-FSE-2007-1165,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 12.821,42","EUR 9.789,10"
SICILIA,CT,IC D. SAVIO - S. GREGORIO,ISTITUTO COMPRENSIVO,CTIC852002,VIA SGROPPILLO 27,SAN GREGORIO DI CATANIA,95027,CTIC852002@istruzione.it,"",F-1-FSE-2007-1118,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 32.139,85","EUR 26.331,82"
SICILIA,CT,IC COSTA         S.M. GANZARIA,ISTITUTO COMPRENSIVO,CTIC88400D,VIA MASSIMILIANO KOLBE S.N.,SAN MICHELE DI GANZARIA,95040,CTIC88400D@istruzione.it,"",B-4-FSE-2007-1186,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 9.821,42","EUR 9.821,42"
SICILIA,CT,IC COSTA         S.M. GANZARIA,ISTITUTO COMPRENSIVO,CTIC88400D,VIA MASSIMILIANO KOLBE S.N.,SAN MICHELE DI GANZARIA,95040,CTIC88400D@istruzione.it,"",D-1-FSE-2007-1216,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 9.821,42","EUR 9.821,42"
SICILIA,CT,I.C. VITTORINI-S.P.CLARENZA,ISTITUTO COMPRENSIVO,CTIC85300T,VIA DUSMET 24,SAN PIETRO CLARENZA,95030,CTIC85300T@istruzione.it,"",B-4-FSE-2007-1010,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 2.678,57","EUR 2.673,53"
SICILIA,CT,I.C. VITTORINI-S.P.CLARENZA,ISTITUTO COMPRENSIVO,CTIC85300T,VIA DUSMET 24,SAN PIETRO CLARENZA,95030,CTIC85300T@istruzione.it,"",C-1-FSE-2007-2152,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 34.821,39","EUR 32.739,09"
SICILIA,CT,I.C. VITTORINI-S.P.CLARENZA,ISTITUTO COMPRENSIVO,CTIC85300T,VIA DUSMET 24,SAN PIETRO CLARENZA,95030,CTIC85300T@istruzione.it,"",F-1-FSE-2007-975,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 43.750,00","EUR 37.448,27"
SICILIA,CT,CD  S. AGATA LI BATTIATI,SCUOLE ELEMENTARI,CTEE087003,VIA BARRIERA DEL BOSCO N.9/A,SANT'AGATA LI BATTIATI,95030,CTEE087003@istruzione.it,"",B-7-FSE-2007-306,B-Migliorare le competenze del personale della scuola e dei docenti,7-Interventi individualizzati e per l'auto-aggiornamento del personale scolastico (per questo bando limitatamente all'apprendimento linguisitico),Avviato,5823,20-12-2007,"EUR 12.821,42","EUR 7.640,06"
SICILIA,CT,CD  S. AGATA LI BATTIATI,SCUOLE ELEMENTARI,CTEE087003,VIA BARRIERA DEL BOSCO N.9/A,SANT'AGATA LI BATTIATI,95030,CTEE087003@istruzione.it,"",D-1-FSE-2007-1235,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 4.285,71","EUR 3.279,19"
SICILIA,CT,CD  S. AGATA LI BATTIATI,SCUOLE ELEMENTARI,CTEE087003,VIA BARRIERA DEL BOSCO N.9/A,SANT'AGATA LI BATTIATI,95030,CTEE087003@istruzione.it,"",F-1-FSE-2007-1256,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 55.133,42","EUR 41.862,23"
SICILIA,CT,SMS  MARIO PLUCHINOTTA,SCUOLE SECONDARIA DI PRIMO GRADO,CTMM064009,VIA        MARLETTA            2,SANT'AGATA LI BATTIATI,95030,CTMM064009@istruzione.it,"",B-4-FSE-2007-1141,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.722,24"
SICILIA,CT,SMS  MARIO PLUCHINOTTA,SCUOLE SECONDARIA DI PRIMO GRADO,CTMM064009,VIA        MARLETTA            2,SANT'AGATA LI BATTIATI,95030,CTMM064009@istruzione.it,"",C-1-FSE-2007-2331,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 6.692,85","EUR 5.839,86"
SICILIA,CT,SMS  MARIO PLUCHINOTTA,SCUOLE SECONDARIA DI PRIMO GRADO,CTMM064009,VIA        MARLETTA            2,SANT'AGATA LI BATTIATI,95030,CTMM064009@istruzione.it,"",C-4-FSE-2007-638,C-Migliorare i livelli di conoscenza e competenza dei giovani,4-Interventi individualizzati per promuovere l'eccellenza,Avviato,5823,20-12-2007,"EUR 7.879,28","EUR 3.214,28"
SICILIA,CT,SMS  MARIO PLUCHINOTTA,SCUOLE SECONDARIA DI PRIMO GRADO,CTMM064009,VIA        MARLETTA            2,SANT'AGATA LI BATTIATI,95030,CTMM064009@istruzione.it,"",D-1-FSE-2007-1181,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 9.821,42","EUR 9.092,27"
SICILIA,CT,SMS  MARIO PLUCHINOTTA,SCUOLE SECONDARIA DI PRIMO GRADO,CTMM064009,VIA        MARLETTA            2,SANT'AGATA LI BATTIATI,95030,CTMM064009@istruzione.it,"",F-1-FSE-2007-1139,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 34.647,00","EUR 31.727,28"
SICILIA,CT,IC DON BOSCO - S.M.LICODIA,ISTITUTO COMPRENSIVO,CTIC85000A,VIA SOLFERINO 63,SANTA MARIA DI LICODIA,95038,CTIC85000A@istruzione.it,"",B-4-FSE-2007-1150,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.253,72"
SICILIA,CT,IC DON BOSCO - S.M.LICODIA,ISTITUTO COMPRENSIVO,CTIC85000A,VIA SOLFERINO 63,SANTA MARIA DI LICODIA,95038,CTIC85000A@istruzione.it,"",B-7-FSE-2007-298,B-Migliorare le competenze del personale della scuola e dei docenti,7-Interventi individualizzati e per l'auto-aggiornamento del personale scolastico (per questo bando limitatamente all'apprendimento linguisitico),Avviato,5823,20-12-2007,"EUR 11.021,42","EUR 8.644,58"
SICILIA,CT,IC DON BOSCO - S.M.LICODIA,ISTITUTO COMPRENSIVO,CTIC85000A,VIA SOLFERINO 63,SANTA MARIA DI LICODIA,95038,CTIC85000A@istruzione.it,"",F-1-FSE-2007-1155,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 60.189,85","EUR 51.593,10"
SICILIA,CT,IC A.MANZONI - SANTA VENERINA,ISTITUTO COMPRENSIVO,CTIC85400N,VIA ALDO MORO,SANTA VENERINA,95010,CTIC85400N@istruzione.it,"",C-1-FSE-2007-2049,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 55.464,34","EUR 48.288,22"
SICILIA,CT,IC A.MANZONI - SANTA VENERINA,ISTITUTO COMPRENSIVO,CTIC85400N,VIA ALDO MORO,SANTA VENERINA,95010,CTIC85400N@istruzione.it,"",D-1-FSE-2007-1011,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 9.821,42","EUR 9.557,42"
SICILIA,CT,CD   I   SCORDIA,SCUOLE ELEMENTARI,CTEE079004,PIAZZA C.ALBERTO,SCORDIA,95048,CTEE079004@istruzione.it,"",B-1-FSE-2007-1985,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 9.821,42","EUR 9.821,42"
SICILIA,CT,CD   I   SCORDIA,SCUOLE ELEMENTARI,CTEE079004,PIAZZA C.ALBERTO,SCORDIA,95048,CTEE079004@istruzione.it,"",B-4-FSE-2007-1193,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 9.821,42","EUR 9.821,42"
SICILIA,CT,CD   I   SCORDIA,SCUOLE ELEMENTARI,CTEE079004,PIAZZA C.ALBERTO,SCORDIA,95048,CTEE079004@istruzione.it,"",F-1-FSE-2007-1226,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 65.357,07","EUR 18.299,98"
SICILIA,CT,CD  II?   SCORDIA,SCUOLE ELEMENTARI,CTEE09600T,VIA BACHELET,SCORDIA,95048,CTEE09600T@istruzione.it,"",B-1-FSE-2007-1992,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 4.825,93"
SICILIA,CT,CD  II?   SCORDIA,SCUOLE ELEMENTARI,CTEE09600T,VIA BACHELET,SCORDIA,95048,CTEE09600T@istruzione.it,"",B-4-FSE-2007-1197,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 4.825,93"
SICILIA,CT,CD  II?   SCORDIA,SCUOLE ELEMENTARI,CTEE09600T,VIA BACHELET,SCORDIA,95048,CTEE09600T@istruzione.it,"",F-1-FSE-2007-1236,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 52.821,42","EUR 43.738,27"
SICILIA,CT,SMS M.AMARI-L.DA VINCI SCORDIA,SCUOLE SECONDARIA DI PRIMO GRADO,CTMM121008,VIA        SIMETO N.6,SCORDIA,95048,CTMM121008@istruzione.it,"",B-4-FSE-2007-852,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.100,27"
SICILIA,CT,SMS M.AMARI-L.DA VINCI SCORDIA,SCUOLE SECONDARIA DI PRIMO GRADO,CTMM121008,VIA        SIMETO N.6,SCORDIA,95048,CTMM121008@istruzione.it,"",C-1-FSE-2007-1884,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 19.114,27","EUR 17.979,50"
SICILIA,CT,SMS M.AMARI-L.DA VINCI SCORDIA,SCUOLE SECONDARIA DI PRIMO GRADO,CTMM121008,VIA        SIMETO N.6,SCORDIA,95048,CTMM121008@istruzione.it,"",F-1-FSE-2007-827,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 59.908,42","EUR 57.098,20"
SICILIA,CT,LS  ETTORE MAJORANA - SCORDIA,LICEO SCIENTIFICO,CTPS09000A,VIA  LUIGI CAPUANA 36,SCORDIA,95048,CTPS09000A@istruzione.it,"",C-1-FSE-2007-1953,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 77.642,79","EUR 74.642,79"
SICILIA,CT,LS  ETTORE MAJORANA - SCORDIA,LICEO SCIENTIFICO,CTPS09000A,VIA  LUIGI CAPUANA 36,SCORDIA,95048,CTPS09000A@istruzione.it,"",C-4-FSE-2007-510,C-Migliorare i livelli di conoscenza e competenza dei giovani,4-Interventi individualizzati per promuovere l'eccellenza,Avviato,5823,20-12-2007,"EUR 3.214,28","EUR 3.214,28"
SICILIA,CT,"I.C.""ERCOLE PATTI"" TRECASTAGNI",ISTITUTO COMPRENSIVO,CTIC857005,"VIA MACHIAVELLI,1",TRECASTAGNI,95039,CTIC857005@istruzione.it,"",B-1-FSE-2007-1923,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 17.678,55","EUR 15.910,70"
SICILIA,CT,"I.C.""ERCOLE PATTI"" TRECASTAGNI",ISTITUTO COMPRENSIVO,CTIC857005,"VIA MACHIAVELLI,1",TRECASTAGNI,95039,CTIC857005@istruzione.it,"",C-1-FSE-2007-2335,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 7.957,85","EUR 5.640,73"
SICILIA,CT,"I.C.""ERCOLE PATTI"" TRECASTAGNI",ISTITUTO COMPRENSIVO,CTIC857005,"VIA MACHIAVELLI,1",TRECASTAGNI,95039,CTIC857005@istruzione.it,"",F-1-FSE-2007-1145,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 54.186,42","EUR 47.732,34"
SICILIA,CT,CD  T.DI CALCUTTA-TREMESTIERI,SCUOLE ELEMENTARI,CTEE081004,VIA RAVANUSA 4,TREMESTIERI ETNEO,95030,CTEE081004@istruzione.it,"",B-1-FSE-2007-1919,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 9.750,00","EUR 9.750,00"
SICILIA,CT,CD  T.DI CALCUTTA-TREMESTIERI,SCUOLE ELEMENTARI,CTEE081004,VIA RAVANUSA 4,TREMESTIERI ETNEO,95030,CTEE081004@istruzione.it,"",B-4-FSE-2007-1143,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 9.750,00","EUR 9.750,00"
