ESSECI SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 181.015,00",""
KEMON SPA,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 131.280,00",""
SIDER ZINCO SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 221.045,00",""
TERMOVANA UNO SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 197.435,00",""
CORES SCARL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 63.570,00",""
F.LLI FRAGOLA,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 136.470,00",""
CLAM SOC. COOP,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 73.420,00",""
FUCINE UMBRE TERNI SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 109.910,00",""
SOLFER COMPONENTI SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 82.985,00",""
COLORIFICI CAT,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 116.050,00",""
ICR SPA,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 107.425,00",""
ANTOLINI MCE MANUFATTI CEMENTO EDILIZIA,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 72.360,00",""
H.P.H. CONSULTING SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 229.780,00",""
ERA SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 93.595,00",""
WIS SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 99.675,00",""
ART SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 160.000,00",""
SAMERLIFT SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 82.110,00",""
O.M.G. SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 138.955,00",""
DEMETRA SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 77.840,00",""
IRIDE SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 47.905,00",""
IRIDE SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 73.925,00",""
S.A.E.S. SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 80.865,00",""
TECNOCARTA SAS,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 80.850,00",""
ROCCHI SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 94.500,00",""
A.E.A. AIR CONDITIONING SYSTEM SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 74.775,00",""
SISAS SEGNALETICA SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 107.375,00",""
ISRIM SOC. CONS. R.L.,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 266.380,00",""
ISRIM SOC. CONS. R.L.,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 153.925,00",""
ISRIM SOC. CONS. R.L.,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 168.840,00",""
SIVER SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 112.545,00",""
METALPROGETTI SPA,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 127.400,00",""
BRAI-COST SPA,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 82.280,00",""
DIGILAB 2000 SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 105.720,00",""
CITTA’ IN INTERNET SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 66.500,00",""
NTS PROJECT SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 35.350,00",""
CO.M.FA. SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 50.505,00",""
TERNI MANUFATTI E PROTOTIPI SAS,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 36.890,00",""
X – TEAM SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 39.410,00",""
INGENIA SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 125.025,00",""
LUCY PLAST SPA,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 163.170,00",""
PROENG SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 94.695,00",""
PASQUI SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 80.395,00",""
PHYTOLOGIC SERVICE CONSORZIO ARL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 68.555,00",""
PROMASS SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 142.760,00",""
CCM CALDERIA CARPENTERIA MECCANICA SPA,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 92.470,00",""
BAZZICA SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 147.545,00",""
GRAFICHE FLAMINIA SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 101.360,00",""
BILATRON SNC,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 111.880,00",""
MAPRAD SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 43.145,00",""
ECOBYTE TECHNOLOGY SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 97.530,00",""
TOMMASSINI STYLE SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 46.480,00",""
2 E EFFICIENZA ENERGETICA SRL,L. 598/94 ART 11 RICERCA INDUSTRIALE E SVILUPPO SPERIMENTALE – BANDO 2007,"€ 76.560,00",""
