regione,provincia,nome,tipo_istituto,cod_mec,indirizzo,citta,cap,email,indirizzo_web,codice_del_progetto,obiettivo,azione,stato_del_progetto,protocollo,data,ammontare_assegnato,totale_importo_pagato
PUGLIA,BA,F. M. GENCO,ISTITUTO TECNICO COMMERCIALE,BATD02000A,PIAZZA     LAUDATI 1,ALTAMURA,70022,BATD02000A@istruzione.it,"",C-5-FSE-2007-212,C-Migliorare i livelli di conoscenza e competenza dei giovani,5-Tirocini e stage in Italia e nei Paesi Europei,Avviato,5823,20-12-2007,"EUR 18.857,14","EUR 15.855,08"
PUGLIA,BA,F. M. GENCO,ISTITUTO TECNICO COMMERCIALE,BATD02000A,PIAZZA     LAUDATI 1,ALTAMURA,70022,BATD02000A@istruzione.it,"",G-1-FSE-2007-178,G-Migliorare i sistemi di apprendimento durante tutto l'arco della vita,1-Interventi formativi flessibili finalizzati al recupero dell'istruzione di base per giovani e adulti,Avviato,5823,20-12-2007,"EUR 23.571,42","EUR 23.403,93"
PUGLIA,BA,GAETANO SALVEMINI,CENTRO TERRITORIALE,BACT703004,VIA C. DI PUGLIA,ANDRIA,70031,BAMM070003@istruzione.it,"",G-1-FSE-2007-293,G-Migliorare i sistemi di apprendimento durante tutto l'arco della vita,1-Interventi formativi flessibili finalizzati al recupero dell'istruzione di base per giovani e adulti,Avviato,5823,20-12-2007,"EUR 59.737,84","EUR 38.704,91"
PUGLIA,BA,"1 C.D.""OBERDAN"" - ANDRIA",SCUOLE ELEMENTARI,BAEE04900P,VIALE ROMA 26,ANDRIA,70031,BAEE04900P@istruzione.it,"",B-4-FSE-2007-765,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 11.785,70","EUR 11.785,70"
PUGLIA,BA,"1 C.D.""OBERDAN"" - ANDRIA",SCUOLE ELEMENTARI,BAEE04900P,VIALE ROMA 26,ANDRIA,70031,BAEE04900P@istruzione.it,"",B-9-FSE-2007-331,B-Migliorare le competenze del personale della scuola e dei docenti,9-Sviluppo di competenze sulla gestione amministrativo-contabile e di controllo e sulle procedure di acquisizione di beni e servizi,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.303,56"
PUGLIA,BA,"1 C.D.""OBERDAN"" - ANDRIA",SCUOLE ELEMENTARI,BAEE04900P,VIALE ROMA 26,ANDRIA,70031,BAEE04900P@istruzione.it,"",F-1-FSE-2007-753,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 67.321,42","EUR 60.604,82"
PUGLIA,BA,"2 CD ""DON BOSCO SANTO""- ANDRIA",SCUOLE ELEMENTARI,BAEE05000V,P.ZZA S.G.BOSCO 9,ANDRIA,70031,BAEE05000V@istruzione.it,"",B-1-FSE-2007-1432,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 39.285,68","EUR 31.016,11"
PUGLIA,BA,CD IMBRIANI,SCUOLE ELEMENTARI,BAEE05100P,VIA COMUNI DI PUGLIA  N. 100,ANDRIA,70031,BAEE05100P@istruzione.it,"",B-1-FSE-2007-1198,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 14.464,26","EUR 14.464,26"
PUGLIA,BA,CD IMBRIANI,SCUOLE ELEMENTARI,BAEE05100P,VIA COMUNI DI PUGLIA  N. 100,ANDRIA,70031,BAEE05100P@istruzione.it,"",C-1-FSE-2007-1536,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 13.773,59","EUR 13.773,59"
PUGLIA,BA,CD IMBRIANI,SCUOLE ELEMENTARI,BAEE05100P,VIA COMUNI DI PUGLIA  N. 100,ANDRIA,70031,BAEE05100P@istruzione.it,"",F-1-FSE-2007-655,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 55.051,71","EUR 48.969,43"
PUGLIA,BR,VI CD - G. CALO'-BRINDISI,SCUOLE ELEMENTARI,BREE00600V,VIA PRIMO LONGOBARDO,BRINDISI,72100,BREE00600V@istruzione.it,"",F-1-FSE-2007-583,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 52.621,42","EUR 52.437,20"
PUGLIA,BR,VII CD - G.RODARI-BRINDISI,SCUOLE ELEMENTARI,BREE00700P,"VIA DON MONZA, 1",BRINDISI,72100,BREE00700P@istruzione.it,"",B-1-FSE-2007-1120,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 19.642,84","EUR 16.416,10"
PUGLIA,BR,VII CD - G.RODARI-BRINDISI,SCUOLE ELEMENTARI,BREE00700P,"VIA DON MONZA, 1",BRINDISI,72100,BREE00700P@istruzione.it,"",B-4-FSE-2007-633,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 9.821,42","EUR 8.187,60"
PUGLIA,BR,IX CD-MANTEGNA-BRINDISI,SCUOLE ELEMENTARI,BREE00900A,VIA MANTEGNA 8,BRINDISI,72100,BREE00900A@istruzione.it,"",C-1-FSE-2007-1437,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 21.808,55","EUR 15.133,79"
PUGLIA,BR,IV CD-C. COLLODI-BRINDISI,SCUOLE ELEMENTARI,BREE01000E,VIA MECENATE   68,BRINDISI,72100,BREE01000E@istruzione.it,"",B-1-FSE-2007-1068,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.874,05"
PUGLIA,BR,IV CD-C. COLLODI-BRINDISI,SCUOLE ELEMENTARI,BREE01000E,VIA MECENATE   68,BRINDISI,72100,BREE01000E@istruzione.it,"",B-4-FSE-2007-607,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.874,10"
PUGLIA,BR,IV CD-C. COLLODI-BRINDISI,SCUOLE ELEMENTARI,BREE01000E,VIA MECENATE   68,BRINDISI,72100,BREE01000E@istruzione.it,"",F-1-FSE-2007-582,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 52.878,57","EUR 48.231,71"
PUGLIA,BR,IS - B. MARZOLLA  - BRINDISI,ISTITUTO SUPERIORE,BRIS00200N,"VIA NARDELLI, 2",BRINDISI,72100,BRIS00200N@istruzione.it,"",C-1-FSE-2007-1279,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 80.713,35","EUR 78.340,93"
PUGLIA,BR,IS - B. MARZOLLA  - BRINDISI,ISTITUTO SUPERIORE,BRIS00200N,"VIA NARDELLI, 2",BRINDISI,72100,BRIS00200N@istruzione.it,"",D-1-FSE-2007-640,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 4.285,71","EUR 4.178,28"
PUGLIA,BR,SMS-MARZABOTTO-G.CESARE BRINDIS,SCUOLE SECONDARIA DI PRIMO GRADO,BRMM05300B,VIALE      ALDO MORO           2,BRINDISI,72100,BRMM05300B@istruzione.it,"",C-1-FSE-2007-1379,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 9.821,42","EUR 9.760,45"
PUGLIA,BR,SMS-MARZABOTTO-G.CESARE BRINDIS,SCUOLE SECONDARIA DI PRIMO GRADO,BRMM05300B,VIALE      ALDO MORO           2,BRINDISI,72100,BRMM05300B@istruzione.it,"",F-1-FSE-2007-585,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 51.468,42","EUR 50.060,22"
PUGLIA,BR,SMS DA VINCI-ALIGHIERI,SCUOLE SECONDARIA DI PRIMO GRADO,BRMM055003,"VIA     D.L.GUANELLA,1",BRINDISI,72100,BRMM055003@istruzione.it,"",C-1-FSE-2007-1297,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 32.564,97","EUR 27.925,19"
PUGLIA,BR,SMS DA VINCI-ALIGHIERI,SCUOLE SECONDARIA DI PRIMO GRADO,BRMM055003,"VIA     D.L.GUANELLA,1",BRINDISI,72100,BRMM055003@istruzione.it,"",D-1-FSE-2007-652,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 14.785,70","EUR 10.801,58"
PUGLIA,BR,SMS SALVEMINI-VIRGILIO BRIND,SCUOLE SECONDARIA DI PRIMO GRADO,BRMM05600V,"VIALE  DELLA LIBERTA', 1",BRINDISI,72100,BRMM05600V@istruzione.it,"",B-1-FSE-2007-893,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.892,85"
PUGLIA,BR,SMS SALVEMINI-VIRGILIO BRIND,SCUOLE SECONDARIA DI PRIMO GRADO,BRMM05600V,"VIALE  DELLA LIBERTA', 1",BRINDISI,72100,BRMM05600V@istruzione.it,"",B-4-FSE-2007-519,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.892,85"
PUGLIA,BR,SMS SALVEMINI-VIRGILIO BRIND,SCUOLE SECONDARIA DI PRIMO GRADO,BRMM05600V,"VIALE  DELLA LIBERTA', 1",BRINDISI,72100,BRMM05600V@istruzione.it,"",C-1-FSE-2007-1112,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 52.307,10","EUR 49.107,09"
PUGLIA,BR,SMS-PACUVIO-DON BOSCO-BRIND,SCUOLE SECONDARIA DI PRIMO GRADO,BRMM063002,"VIALE      TOGLIATTI, 4",BRINDISI,72100,BRMM063002@istruzione.it,"",B-1-FSE-2007-1040,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 18.678,55","EUR 17.883,07"
PUGLIA,BR,SMS-PACUVIO-DON BOSCO-BRIND,SCUOLE SECONDARIA DI PRIMO GRADO,BRMM063002,"VIALE      TOGLIATTI, 4",BRINDISI,72100,BRMM063002@istruzione.it,"",F-1-FSE-2007-569,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",1-Interventi per promuovere il successo scolastico per le scuole del primo ciclo,Avviato,5823,20-12-2007,"EUR 66.321,42","EUR 60.230,16"
PUGLIA,BR,LL -SOC-PSI-PED - PALUMBO BRINDISI,ISTITUTO MAGISTRALE,BRPM010003,VIA        ACHILLE GRANDI,BRINDISI,72100,BRPM010003@istruzione.it,"",B-4-FSE-2007-549,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.295,87"
PUGLIA,BR,LL -SOC-PSI-PED - PALUMBO BRINDISI,ISTITUTO MAGISTRALE,BRPM010003,VIA        ACHILLE GRANDI,BRINDISI,72100,BRPM010003@istruzione.it,"",C-1-FSE-2007-1192,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 79.042,79","EUR 65.541,27"
PUGLIA,BR,LS -T. MONTICELLI  - BRINDISI,LICEO SCIENTIFICO,BRPS02000L,VIA        NICOLA BRANDI 22,BRINDISI,72100,BRPS02000L@istruzione.it,"",C-1-FSE-2007-1288,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 19.642,85","EUR 19.642,85"
PUGLIA,BR,LS -T. MONTICELLI  - BRINDISI,LICEO SCIENTIFICO,BRPS02000L,VIA        NICOLA BRANDI 22,BRINDISI,72100,BRPS02000L@istruzione.it,"",C-4-FSE-2007-326,C-Migliorare i livelli di conoscenza e competenza dei giovani,4-Interventi individualizzati per promuovere l'eccellenza,Avviato,5823,20-12-2007,"EUR 3.214,28","EUR 3.214,28"
PUGLIA,BR,LS -T. MONTICELLI  - BRINDISI,LICEO SCIENTIFICO,BRPS02000L,VIA        NICOLA BRANDI 22,BRINDISI,72100,BRPS02000L@istruzione.it,"",G-1-FSE-2007-225,G-Migliorare i sistemi di apprendimento durante tutto l'arco della vita,1-Interventi formativi flessibili finalizzati al recupero dell'istruzione di base per giovani e adulti,Avviato,5823,20-12-2007,"EUR 23.571,42","EUR 23.571,42"
PUGLIA,BR,LS -ENRICO FERMI - BRINDISI,LICEO SCIENTIFICO,BRPS060003,VIALE      PORTA PIA 39,BRINDISI,72100,BRPS060003@istruzione.it,"",B-1-FSE-2007-1004,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.892,85"
PUGLIA,BR,LS -ENRICO FERMI - BRINDISI,LICEO SCIENTIFICO,BRPS060003,VIALE      PORTA PIA 39,BRINDISI,72100,BRPS060003@istruzione.it,"",C-1-FSE-2007-1274,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 64.928,52","EUR 60.584,28"
PUGLIA,BR,LS -ENRICO FERMI - BRINDISI,LICEO SCIENTIFICO,BRPS060003,VIALE      PORTA PIA 39,BRINDISI,72100,BRPS060003@istruzione.it,"",C-4-FSE-2007-321,C-Migliorare i livelli di conoscenza e competenza dei giovani,4-Interventi individualizzati per promuovere l'eccellenza,Avviato,5823,20-12-2007,"EUR 4.821,42","EUR 4.339,25"
PUGLIA,BR,IPSCTP C. DE MARCO- BRINDISI,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,BRRC01000E,VIA        NICOLA BRANDI,BRINDISI,72100,BRRC01000E@istruzione.it,"",B-4-FSE-2007-588,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 9.642,84","EUR 9.107,01"
PUGLIA,BR,IPSCTP C. DE MARCO- BRINDISI,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,BRRC01000E,VIA        NICOLA BRANDI,BRINDISI,72100,BRRC01000E@istruzione.it,"",B-9-FSE-2007-267,B-Migliorare le competenze del personale della scuola e dei docenti,9-Sviluppo di competenze sulla gestione amministrativo-contabile e di controllo e sulle procedure di acquisizione di beni e servizi,Avviato,5823,20-12-2007,"EUR 4.821,42","EUR 4.509,53"
PUGLIA,BR,IPSCTP C. DE MARCO- BRINDISI,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,BRRC01000E,VIA        NICOLA BRANDI,BRINDISI,72100,BRRC01000E@istruzione.it,"",C-1-FSE-2007-1316,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 21.085,68","EUR 19.954,30"
PUGLIA,BR,IPSCTP C. DE MARCO- BRINDISI,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,BRRC01000E,VIA        NICOLA BRANDI,BRINDISI,72100,BRRC01000E@istruzione.it,"",F-2-FSE-2007-190,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",2-Interventi per promuovere il successo scolastico per le scuole del secondo ciclo,Avviato,5823,20-12-2007,"EUR 48.864,28","EUR 45.215,53"
PUGLIA,BR,IPSCTP C. DE MARCO- BRINDISI,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI,BRRC01000E,VIA        NICOLA BRANDI,BRINDISI,72100,BRRC01000E@istruzione.it,"",G-1-FSE-2007-230,G-Migliorare i sistemi di apprendimento durante tutto l'arco della vita,1-Interventi formativi flessibili finalizzati al recupero dell'istruzione di base per giovani e adulti,Avviato,5823,20-12-2007,"EUR 9.071,42","EUR 7.947,74"
PUGLIA,BR,IPSSS -MORVILLO FALCONE-BR,IST  PROF  FEMMINILE,BRRF010008,"VIA GALANTI, 1",BRINDISI,72100,BRRF010008@istruzione.it,"",B-4-FSE-2007-528,B-Migliorare le competenze del personale della scuola e dei docenti,4-Interventi di formazione sulle metodologie per la didattica individualizzata e sulle strategie per il recupero del disagio,Avviato,5823,20-12-2007,"EUR 4.821,42","EUR 4.821,32"
PUGLIA,BR,IPSSS -MORVILLO FALCONE-BR,IST  PROF  FEMMINILE,BRRF010008,"VIA GALANTI, 1",BRINDISI,72100,BRRF010008@istruzione.it,"",B-9-FSE-2007-241,B-Migliorare le competenze del personale della scuola e dei docenti,9-Sviluppo di competenze sulla gestione amministrativo-contabile e di controllo e sulle procedure di acquisizione di beni e servizi,Avviato,5823,20-12-2007,"EUR 4.821,42","EUR 4.821,32"
PUGLIA,BR,IPSSS -MORVILLO FALCONE-BR,IST  PROF  FEMMINILE,BRRF010008,"VIA GALANTI, 1",BRINDISI,72100,BRRF010008@istruzione.it,"",C-1-FSE-2007-1132,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 31.892,90","EUR 31.617,47"
PUGLIA,BR,IPSSS -MORVILLO FALCONE-BR,IST  PROF  FEMMINILE,BRRF010008,"VIA GALANTI, 1",BRINDISI,72100,BRRF010008@istruzione.it,"",D-1-FSE-2007-588,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 12.857,13","EUR 12.857,13"
PUGLIA,BR,IPSSS -MORVILLO FALCONE-BR,IST  PROF  FEMMINILE,BRRF010008,"VIA GALANTI, 1",BRINDISI,72100,BRRF010008@istruzione.it,"",F-2-FSE-2007-173,"F-Promuovere il successo scolastico, le pari opportunità e l'inclusione sociale",2-Interventi per promuovere il successo scolastico per le scuole del secondo ciclo,Avviato,5823,20-12-2007,"EUR 29.464,28","EUR 21.410,70"
PUGLIA,BR,IPSSS -MORVILLO FALCONE-BR,IST  PROF  FEMMINILE,BRRF010008,"VIA GALANTI, 1",BRINDISI,72100,BRRF010008@istruzione.it,"",G-1-FSE-2007-193,G-Migliorare i sistemi di apprendimento durante tutto l'arco della vita,1-Interventi formativi flessibili finalizzati al recupero dell'istruzione di base per giovani e adulti,Avviato,5823,20-12-2007,"EUR 9.642,85","EUR 9.642,57"
PUGLIA,BR,"IPSSA ""S. PERTINI"" - BRINDISI",IST PROF  ALBERGHIERO,BRRH01000Q,"VIA  APPIA, 356",BRINDISI,72100,BRRH01000Q@istruzione.it,"",B-1-FSE-2007-994,B-Migliorare le competenze del personale della scuola e dei docenti,"1-Interventi innovativi per la promozione delle competenze chiave, in particolare sulle discipline tecnico-scientifiche, matematica, lingua madre, lingue straniere, competenze civiche (legalità, ambiente ecc.).",Avviato,5823,20-12-2007,"EUR 11.785,70","EUR 11.785,70"
PUGLIA,BR,"IPSSA ""S. PERTINI"" - BRINDISI",IST PROF  ALBERGHIERO,BRRH01000Q,"VIA  APPIA, 356",BRINDISI,72100,BRRH01000Q@istruzione.it,"",C-1-FSE-2007-1260,C-Migliorare i livelli di conoscenza e competenza dei giovani,1-Interventi per lo sviluppo delle competenze chiave,Avviato,5823,20-12-2007,"EUR 29.464,25","EUR 29.464,25"
PUGLIA,BR,"IPSSA ""S. PERTINI"" - BRINDISI",IST PROF  ALBERGHIERO,BRRH01000Q,"VIA  APPIA, 356",BRINDISI,72100,BRRH01000Q@istruzione.it,"",C-4-FSE-2007-317,C-Migliorare i livelli di conoscenza e competenza dei giovani,4-Interventi individualizzati per promuovere l'eccellenza,Avviato,5823,20-12-2007,"EUR 4.042,28","EUR 4.042,28"
PUGLIA,BR,"IPSSA ""S. PERTINI"" - BRINDISI",IST PROF  ALBERGHIERO,BRRH01000Q,"VIA  APPIA, 356",BRINDISI,72100,BRRH01000Q@istruzione.it,"",C-5-FSE-2007-248,C-Migliorare i livelli di conoscenza e competenza dei giovani,5-Tirocini e stage in Italia e nei Paesi Europei,Avviato,5823,20-12-2007,"EUR 28.928,57","EUR 28.928,57"
PUGLIA,BR,"IPSSA ""S. PERTINI"" - BRINDISI",IST PROF  ALBERGHIERO,BRRH01000Q,"VIA  APPIA, 356",BRINDISI,72100,BRRH01000Q@istruzione.it,"",D-1-FSE-2007-631,"D-Accrescere la diffusione, l'accesso e l'uso della società dell'informazione nella scuola","1-Interventi formativi rivolti ai docenti e al personale della scuola, sulle nuove tecnologie della comunicazione",Avviato,5823,20-12-2007,"EUR 5.892,85","EUR 5.892,85"
