1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Castelfondo,Generatore di calore a biomassa,2009,"60,887.20"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Manica SpA,Impianto finalizzato al recupero del calore,2009,"52,520.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Bottamedi Silvana & C. Sas,Generatore di calore a biomassa,2009,"19,056.32"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Hotel Vioz di Fava Ettore & C. Sas,Collettore solare,2009,"16,160.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)","Azienda pubblica di servizi alla persona ""Santa Maria""",Collettore solare,2009,"48,384.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Capriana,Impianto fotovoltaico in rete,2009,"11,659.20"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Preore,Impianto fotovoltaico in rete,2009,"16,632.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Capriana,Impianto fotovoltaico in rete,2009,"18,188.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Villa Rendena,Impianto fotovoltaico in rete,2009,"19,789.20"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comprensorio delle Giudicarie,Impianto fotovoltaico in rete,2009,"25,080.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Mezzano,Impianto fotovoltaico in rete,2009,"25,660.80"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Ivano Fracena,Impianto fotovoltaico in rete,2009,"25,660.80"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Nogaredo,Impianto fotovoltaico in rete,2009,"25,819.20"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Nogaredo,Impianto fotovoltaico in rete,2009,"25,819.20"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Lavis,Impianto fotovoltaico in rete,2009,"26,373.60"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Cimone,Impianto fotovoltaico in rete,2009,"51,804.60"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Lavis,Impianto fotovoltaico in rete,2009,"99,704.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Segonzano,Impianto fotovoltaico in rete,2009,"34,210.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Hotel Alpino Sas di Girardi Katia & C.,Coibentazione termica,2009,"29,736.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Nogaredo,Coibentazione termica,2009,"38,982.40"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Andalo ,Impianto fotovoltaico in rete,2009,"59,895.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Trento,Coibentazione termica,2009,"48,493.60"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Fiavè,Coibentazione termica,2009,"33,264.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Fiavè,Coibentazione termica,2009,"33,036.80"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Trento,Coibentazione termica,2009,"66,096.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Revò,Impianto fotovoltaico in rete,2009,"22,891.80"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Trento,Impianto fotovoltaico in rete,2009,"13,464.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Villa Rendena,Impianto fotovoltaico in rete,2009,"15,840.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Fiavè,Impianto fotovoltaico in rete,2009,"16,090.80"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Padergnone,Impianto fotovoltaico in rete,2009,"25,160.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Fiavè,Impianto fotovoltaico in rete,2009,"27,336.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Fiavè,Impianto fotovoltaico in rete,2009,"26,136.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)","Azienda Pubblica di servizi alla persona ""Villa San Lorenzo""",Impianto fotovoltaico in rete,2009,"22,440.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Cembra,Impianto fotovoltaico in rete,2009,"66,560.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Hotel Ideal di Cozzini Giorgio & C. Snc,Cogenerazione,2009,"48,000.00"
4,Attività n. 1 (Bando 1/2009),Comune di Telve,Ecomuseo del Lagorai ,2009,"600,000.00"
4,Attività n. 1 (Bando 1/2009),Comune di Pieve Tesino,Ecomuseo del Viaggio,2009,"600,000.00"
4,Attività n. 1 (Bando 1/2009),Unione dei Comuni di Bleggio Inferiore e Lomaso,Ecomuseo della Judicaria,2009,"293,526.12"
4,Attività n. 1 (Bando 1/2009),Comune di Fornace,Ecomuseo dell'Argentario,2009,"123,848.34"
