Country/Countries,Level,Region,Parsed data file,Program,Initial,"Sub-program
information",Agency (that oversees funding),Explanatory Notes,Currency,Excel/PDF,Priority,"Data
available
for
2007","Data
available
PORTUGAL,national,Algarve,,ERDF,,Point Execution Status Financial Monthly-PO21,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ccdr-alg.pt/ccdr/index.php?name=CmodsDownload&file=index&req=getit&lid=824,,,,28-Feb-10,, ,,http://www.ccdr-alg.pt/ccdr/index.php?module=ContentExpress&func=display&ceid=441,http://www.ccdr-alg.pt/ccdr/index.php?module=ContentExpress&func=display&ceid=95
PORTUGAL,national,Algarve,,ERDF,,List of Projects Approves-PO21,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ccdr-alg.pt/ccdr/index.php?name=CmodsDownload&file=index&req=getit&lid=825,,,,28-Feb-10,, ,,http://www.ccdr-alg.pt/ccdr/index.php?module=ContentExpress&func=display&ceid=441,http://www.ccdr-alg.pt/ccdr/index.php?module=ContentExpress&func=display&ceid=95
PORTUGAL,national,Algarve,,ERDF,,Support Bussiness,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ccdr-alg.pt/ccdr/index.php?name=CmodsDownload&file=index&req=getit&lid=806,,,,28-Feb-10,, ,,http://www.ccdr-alg.pt/ccdr/index.php?module=ContentExpress&func=display&ceid=441,http://www.ccdr-alg.pt/ccdr/index.php?module=ContentExpress&func=display&ceid=95
PORTUGAL,national,Centro,,ERDF,,"Competitiveness, Innovation and Knowledge-Projects Approved",,Not loading as no beneficiaries are listed,,HTML,Tier 1,,,,,index.php.html,,,,,,TYPE OF OPERATIONS PROJECTS APPROVED,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=comum&id=70,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=30&m=m7&s=s1,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,"Competitiveness, Innovation and Knowledge-SIAC",,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/MERCA%20%2002-SIAC-08.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=30&m=m7&s=s1,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,"Competitiveness, Innovation and Knowledge-Promotion of Culture Scientific Technology and dissemination of knowledge",,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/PCC.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=30&m=m7&s=s1,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,"Competitiveness, Innovation and Knowledge-Digital economy and society of knowledge",,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/EDSC.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=30&m=m7&s=s1,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,"Competitiveness, Innovation and Knowledge-Systems support for infrastructure",,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/SAICT.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=30&m=m7&s=s1,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Development of the City and Urban Systems-Partnership for urban Regeneration 1,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/Quadrosintese%201aviso_regeneracao_urbana.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=31&m=m7&s=s2,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Development of the City and Urban Systems-Partnership for urban Regeneration 2,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/resultados%202%20aviso%20repru.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=31&m=m7&s=s2,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Development of the City and Urban Systems-Partnership for urban Regeneration 3,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/3concurso%20repru%20v.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=31&m=m7&s=s2,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Development of the City and Urban Systems-Partnership for urban Regeneration 4,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/EIXO%202%20PROJECTOS%20APROVADOS%206.08.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=31&m=m7&s=s2,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Development of the City and Urban Systems-Partnership for urban Regeneration 5,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/2%20EIXO%202%20PROJECTOS%20APROVADOS%206.08.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=31&m=m7&s=s2,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Development of the City and Urban Systems-Urban networks for competitiveness No 1,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/3%20EIXO%202%20PROJECTOS%20APROVADOS%206.08.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=31&m=m7&s=s2,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Development of the City and Urban Systems-Territorial Mobility MOU-2009-01-DL,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.MOU.2009.01.DL.03%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=31&m=m7&s=s2,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Development of the City and Urban Systems-Territorial Mobility MOU-2009-MT/PIS,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.MOU.2009.02.MTPIS.03%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=31&m=m7&s=s2,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Development of the City and Urban Systems-Territorial Mobility MOU-2009-03-OE,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.MOU.2009.03.OE.01%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=31&m=m7&s=s2,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Development of the City and Urban Systems-Territorial Mobility MOU-2009-05-BV,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.MOU.2009.05.BV.06%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=31&m=m7&s=s2,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Equipment for local cohesion,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.COE.2009.09.BV.08%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Upgrade of Schools 1,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/1aviso%20edu.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Upgrade of Schools 2,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/2avisoedu.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Upgrade of Schools 3,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/3avisoedu.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Upgrade of Schools 4,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/4avisoedu.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Health 2,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/saude2aviso.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Health 3,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.SAU.2009-03.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Cultural Heritage 1,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Cand.%20Aprovadas.Centro.PTC.2009-01%20(24.09.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Territorial Mobility 03 PIN,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.MOT.2009.03.PIN.02%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Territorial Mobility 05 MT/PIS,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.MOT.2009.05.MTPIS.09%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Territorial Mobility 06 BV,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.MOT.2009.06.BV.03%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Territorial Mobility 07 BM,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.MOT.2009.07.BM.03%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Territorial Mobility 12 MT,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.MOT.2009.12.MTPIS.12%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Cultural Network Equipment 01,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.REC.2009-01%20(24.09.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Cultural Network Equipment 02,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.REC.2009.02.OE.03%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Consolidation and Qualification of Sub-Regional Areas-Cultural Network Equipment 03,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/Aprov.REC.2009.03.PIN.03%20(05.11.2009).pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=32&m=m7&s=s3,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Protection and Environmental Improvement-Actions of the coast recovery,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/Quadro%20valorizacao%20do%20litoral%201.2.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=33&m=m7&s=s4,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Protection and Environmental Improvement-Measures for environmental recovery and education,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/1avisoAVQA.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=33&m=m7&s=s4,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Protection and Environmental Improvement-Measures for environmental recovery and education,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/AVQA%20-%202%20aviso.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=33&m=m7&s=s4,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Protection and Environmental Improvement-Active Management of protected areas and classified,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/1aviso%20GAEPC.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=33&m=m7&s=s4,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Protection and Environmental Improvement-Prevention and management of natural and tech ext materials,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/PREVENCAO%20E%20GESTAO%20RISCOS%20NATURAIS%20ETEC%20%20-%20AM.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=33&m=m7&s=s4,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Protection and Environmental Improvement-Prevention and management of natural and technological intangible,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/PREVENCAO%20E%20GESTAO%20RISCOS%20NATURAIS%20ETEC%20%20-%20AI.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=33&m=m7&s=s4,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Governance and Institutional Capacity-SAMA 1,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/SAMA1.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=34&m=m7&s=s5,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Governance and Institutional Capacity-SAMA 2,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/SAMA2.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=34&m=m7&s=s5,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Governance and Institutional Capacity-SAMA 3,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/SAMA3.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=34&m=m7&s=s5,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Governance and Institutional Capacity-SAMA 4,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/SAMA4.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=34&m=m7&s=s5,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Governance and Institutional Capacity-Institutional Development and training PROVERE,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/Quadro%20Final%20PROVERE%20-%20SEDR.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=34&m=m7&s=s5,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Governance and Institutional Capacity-Institutional Development and training 1,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/PCI.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=34&m=m7&s=s5,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Technical Assistance-Comp 1,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.com.pt/private/admin/ficheiros/uploads/1%20concurso%20assistencia%20tecnica%201.4.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=35&m=m7&s=s6,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Technical Assistance-Comp 2,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/eixo%206reg%20assist%20tecnica%202%20aviso%2006.01%2012.01.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=35&m=m7&s=s6,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Technical Assistance-Comp 3,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/eixo%206reg%20assist%20tecnica%203%20aviso%2006.03%20%2027.03.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=35&m=m7&s=s6,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Technical Assistance-Comp 4,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/AT1.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=35&m=m7&s=s6,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Technical Assistance-Tender 5,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/AT2.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=35&m=m7&s=s6,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,,ERDF,,Technical Assistance-Comp 6,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/AT3.pdf,,,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=35&m=m7&s=s6,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Lisboa,,ERDF,,,,"Multiple PDFs, need to make a line for each item",,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.porlisboa.qren.pt/np4/file/130/lista_beneficiarios.pdf,,,,,, ,,http://www.porlisboa.qren.pt/np4/file/130/lista_beneficiarios.pdf
PORTUGAL,national,Madeira,,ESF,,,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.idr.gov-madeira.pt/pt/ficheiros/rumos/Beneficiarios_rumos.pdf,,,,,, ,,http://www.idr.gov-madeira.pt/pt/beneficiarios.asp
PORTUGAL,national,Madeira,,ERDF,,,,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.idr.gov-madeira.pt/pt/ficheiros/intervir/Beneficiarios_intervir.pdf,,,,,, ,,http://www.idr.gov-madeira.pt/pt/beneficiarios.asp
PORTUGAL,national,Norte,,ERDF,,Public Investment – applications approved until 11th of February 2010,,Files sent to Rob via email,,ZIP,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,http://www.ccr-norte.pt/novonorte/ip_aprovacoes20100211.zip,,,10-Feb-10,,Done,vitor.devesa@ccdr-n.pt,http://www.novonorte.qren.pt/
PORTUGAL,national,Norte,,ERDF,,Public Investment (Municipalities Associations Convention) – applications approved until 10th of February 2010,,Files sent to Rob via email,,ZIP,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,http://www.ccr-norte.pt/novonorte/cim_aprovados_fev10.zip,,,10-Feb-10,,Done,vitor.devesa@ccdr-n.pt,http://www.novonorte.qren.pt/
PORTUGAL,national,Norte,,ERDF,,Support System of Enterprises - applications approved until 10th of February 2010,,Files sent to Rob via email,,ZIP,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,http://www.ccr-norte.pt/novonorte/si_20100210.zip,,,10-Feb-10,,Done,vitor.devesa@ccdr-n.pt,http://www.novonorte.qren.pt/
PORTUGAL,national,All regions ,,ESF,,PO Potencial Humano (POPH),,2º semestre de 2009,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.poph.qren.pt/upload/docs/apresenta%C3%A7%C3%A3o/Apoios%20concedidos/Listagem_Apoios_concedidos_2%C2%BA_sem_2009.pdf,,,,2009,,sent email 31 march,proemprego@azores.gov.pt,http://www.igfse.pt/content.asp?startAt=2&categoryID=296#,call
PORTUGAL,national,All regions,,ESF,,PO Potencial Humano (POPH),,1º semestre de 2009,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.poph.qren.pt/upload/docs/apresenta%C3%A7%C3%A3o/Apoios%20concedidos/Listagem_Apoios_concedidos_1%C2%BA_sem_2009.pdf,,,,2009,,,proemprego@azores.gov.pt,http://www.igfse.pt/content.asp?startAt=2&categoryID=296#
