payee_name,project_title,year_joined,public_expenditure_listing,fund,uri
ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΙΣΟΤΗΤΑΣ (ΓΓΙ),"«Μελέτη για την δηµιουργία Πληροφοριακού Συστήµατος – βάσης δεδοµένων για τις 13 Περιφερειακές Επιτροπές Ισότητας», για τον Άξονα Προτεραιότητας 10,11,12 Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"45.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΙΣΟΤΗΤΑΣ (ΓΓΙ),"«Εκπόνηση και εφαρµογή επικοινωνιακού σχεδίου δράσης», για τον Άξονα Προτεραιότητας 10,11,12, Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"100.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ ΙΣΟΤΗΤΑΣ (ΓΓΙ),"«Σύµβουλοι – Εµπειρογνώµονες για τον Άξονα Προτεραιότητας 10, 11, 12», Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"100.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΓ∆∆&Η∆,"«Εκπαίδευση του Προσωπικού της ΕΥΣΣΣΕΠ του Ε.Π. «∆ιοικητική Μεταρρύθµιση 2007-2013» της Ειδικής Υπηρεσίας Στρατηγικού Σχεδιασµού, Συντονισµού & Εφαρµογής της Γενικής Γραµµατείας ∆ηµόσιας ∆ιοίκησης και Ηλεκτρονικής ∆ιακυβέρνησης», του Άξονα Προτεραιότητας 10,11,12, Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"3.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΓ∆∆&Η∆,"«Εκπαίδευση του Προσωπικού των ∆ικαιούχων του Ε.Π. «∆ιοικητική Μεταρρύθµιση 2007-2013» της Ειδικής Υπηρεσίας Στρατηγικού Σχεδιασµού, Συντονισµού & Εφαρµογής της Γενικής Γραµµατείας ∆ηµόσιας ∆ιοίκησης και Ηλεκτρονικής ∆ιακυβέρνησης»,του Άξονα Προτεραιότητας 10,11,12, Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"26.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΓ∆∆&Η∆,"«Προµήθεια Λογισµικού της Ειδικής Υπηρεσίας Στρατηγικού Σχεδιασµού, Συντονισµού & Εφαρµογής της Γενικής Γραµµατείας ∆ηµόσιας ∆ιοίκησης και Ηλεκτρονικής ∆ιακυβέρνησης» του Άξονα Προτεραιότητας 10,11,12, Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"8.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΓ∆∆&Η∆,"«Μελέτη και εφαρµογή ανασχεδιασµού διαδικασιών για τη µείωση των διοικητικών επιβαρύνσεων και του διοικητικού κόστους» στον Άξονα Προτεραιότητας 1,2,3, Γενικός Στόχος Ι «Αναβάθµιση των ∆ηµόσιων Πολιτικών µέσω του εκσυγχρονισµού του ρυθµιστικού πλαισίου και των δοµών της ∆ηµόσιας ∆ιοίκησης»",2009,"1.200.000,00","",http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΓ∆∆&Η∆,"«Σχέδιο δράσης για την ενίσχυση του διοικητικού και οργανωτικού περιβάλλοντος και τη θεσµική κατοχύρωση του Ηλεκτρονικού Φακέλου Aσθενούς (Η.Φ.Α) για τον Άξονα Προτεραιότητας 10,11,12», Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"71.400,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΓ∆∆&Η∆,"«Σύµβουλος Κατάρτισης του Επιχειρησιακού Σχεδίου του Υπουργείου Ανάπτυξης για δράσεις διοικητικής µεταρρύθµισης του ΕΠ: ∆ΙΟΙΚΗΤΙΚΗ ΜΕΤΑΡΡΥΘΜΙΣΗ, 2007-2013»στον Άξονα 10,11,12, Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"138.159,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΓ∆∆&Η∆,"«Συµµετοχή σε ηµερίδες και συνέδρια στελεχών της ΕΥΣΣΕΠ για τις 3 Περιφέρειες Σταδιακής Εξόδου στον Άξονα Προτεραιότητας 10,11,12», Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"3.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΓ∆∆&Η∆,"«Μελέτη οργανωτικών αλλαγών για την επιχειρησιακή ετοιµότητα των Ενδιάµεσων Φορέων ∆ιαχείρισης του Προγράµµατος» στον Άξονα Προτεραιότητας 11,12,13, Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"80.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΓ∆∆&Η∆,"«Σχεδιασµός και Μεθοδολογία αναδιοργάνωσης του Υπουργείου Εξωτερικών σε επίπεδο διοικητικών λειτουργιών, συστηµάτων πληροφορικής και ανάπτυξης ανθρώπινου δυναµικού» του ΕΠ: ∆ΙΟΙΚΗΤΙΚΗ ΜΕΤΑΡΡΥΘΜΙΣΗ, 2007- 2013» στον Άξονα 10,11,12 Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"130.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΓ∆∆&Η∆,"«Σύµβουλος Υποστήριξης ∆ράσεων Επικοινωνίας και Προβολής του Προγράµµατος» του ΕΠ: ∆ΙΟΙΚΗΤΙΚΗ ΜΕΤΑΡΡΥΘΜΙΣΗ, 2007-2013», στον Άξονα 10,11,12, Γενικός Στόχος ΙV «Τεχνική Υποστήριξη Εφαρµογής»",2009,"153.510,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΓΓ∆∆&Η∆,"«Μέτρηση διοικητικών επιβαρύνσεων µε περίοδο βάσης το 2007 σε τέσσερεις (4) τοµείς πολιτικής µε το Τυποποιηµένο Μοντέλο Κόστους», στον Άξονα Προτεραιότητας 1,2,3, Γενικός Στόχος Ι «Αναβάθµιση των δηµοσίων πολιτικών, εκσυγχρονισµός του ρυθµιστικού πλαισίου και των δοµών της δηµόσιας διοίκησης»",2009,"70.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΕΚ∆∆Α,"«Ανασχεδιασµός Προεισαγωγικής Εκπαίδευσης Στελεχών ∆ηµόσιας ∆ιοίκησης (Ε.Σ.∆.∆.) του Άξονα Προτεραιότητας 4,5,6, Γενικός Στόχος ΙΙ «Ανάπτυξη του Ανθρωπίνου ∆υναµικού της ∆ηµόσιας ∆ιοίκησης»",2009,"1.990.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΕΚ∆∆Α,"«Ανασχεδιασµός Προεισαγωγικής Εκπαίδευσης Στελεχών Τοπικής Αυτοδιοίκησης (Ε.Σ.Τ.Α.)», του Άξονα Προτεραιότητας 4,5,6, Γενικός Στόχος ΙΙ «Ανάπτυξη του Ανθρωπίνου ∆υναµικού της ∆ηµόσιας ∆ιοίκησης»",2009,"820.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΕΚ∆∆Α,"«∆ηµιουργία εκπαιδευτικού υλικού προγραµµάτων για την ανάπτυξη του ανθρώπινου δυναµικού της δηµόσιας διοίκησης βάσει σχεδίων εκπαίδευσης – κατάρτισης του Άξονα Προτεραιότητας 4,5,6», Γενικός Στόχος ΙΙ «Ανάπτυξη του Ανθρωπίνου ∆υναµικού της ∆ηµόσιας ∆ιοίκησης»",2009,"1.280.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΕΚ∆∆Α,"«Σχεδιασµός Προγραµµάτων για την ανάπτυξη του ανθρώπινου δυναµικού της ∆ηµόσιας ∆ιοίκησης βάσει Σχεδίων Εκπαίδευσης – Κατάρτισης του του Άξονα Προτεραιότητας 4,5,6», Γενικός Στόχος ΙΙ «Ανάπτυξη του Ανθρωπίνου ∆υναµικού της ∆ηµόσιας ∆ιοίκησης»",2009,"640.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΕΚ∆∆Α,"«Υλοποίηση δράσεων κατάρτισης για την ανάπτυξη του Ανθρωπίνου ∆υναµικού της ∆ηµόσιας ∆ιοίκησης βάσει σχεδίων εκπαίδευσης – κατάρτισης του Άξονα Προτεραιότητας 4,5,6», Γενικός Στόχος ΙΙ «Ανάπτυξη του Ανθρωπίνου ∆υναµικού της ∆ηµόσιας ∆ιοίκησης»",2009,"18.172.600,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΕΚ∆∆Α,"«Κατάρτιση Στελεχών της ∆ηµόσιας ∆ιοίκησης σε Βέλτιστες Πρακτικές ∆ιεθνούς Επιπέδου» στον Άξονα 4,5,6, Γενικός Στόχος ΙΙ «Ανάπτυξη του Ανθρωπίνου ∆υναµικού της ∆ηµόσιας ∆ιοίκησης»",2009,"2.500.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΕΚ∆∆Α,"«Επιµόρφωση των ∆ιευθυντικών Στελεχών Υπουργείων, ∆ηµοσίων Φορέων και Οργανισµών Τοπικής Αυτοδιοίκησης» του Ε.Κ.∆.∆.Α. στον Άξονα 4,5,6 Γενικός Στόχος ΙΙ «Ανάπτυξη του Ανθρωπίνου ∆υναµικού της ∆ηµόσιας ∆ιοίκησης»",2009,"2.240.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΕΚ∆∆Α,"«Υποστήριξη συστήµατος και ανάπτυξη υλικού για την Πιστοποίηση της επιµόρφωσης υπαλλήλων ∆ηµοσίου, Ν.Π.∆.∆. και Ο.Τ.Α.» στον Άξονα 4,5,6, Γενικός Στόχος ΙΙ «Ανάπτυξη του Ανθρωπίνου ∆υναµικού της ∆ηµόσιας ∆ιοίκησης»",2009,"1.730.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΕΚ∆∆Α,"«Ανάπτυξη σχεδίων εκπαίδευσης - κατάρτισης» του Ε.Κ.∆.∆.Α. στον Άξονα 4,5,6, Γενικός Στόχος ΙΙ «Ανάπτυξη του Ανθρωπίνου ∆υναµικού της ∆ηµόσιας ∆ιοίκησης»",2009,"4.000.000,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
ΥΠΕΣ - Κεντρική Υπηρεσία,"«Ολοκληρωµένο Σχέδιο ∆ράσης για την αναβάθµιση της µεταναστευτικής πολιτικής & της πολιτικής κοινωνικής ένταξης των µεταναστών µέσω του εκσυγχρονισµού του ρυθµιστικού πλαισίου και των δοµών της ∆ηµόσιας ∆ιοίκησης» της Κεντρικής Υπηρεσίας του Υπουργείου Εσωτερικών στους Άξονες 1 «Αναβάθµιση των δηµοσίων πολιτικών µέσω του εκσυγχρονισµού του ρυθµιστικού πλαισίου και των δοµών της ∆ηµόσιας ∆ιοίκησης στις 8 Περιφέρειες σύγκλισης», 2 «Αναβάθµιση των δηµοσίων πολιτικών µέσω του εκσυγχρονισµού του ρυθµιστικού πλαισίου και των δοµών της ∆ηµόσιας ∆ιοίκησης» στις 3 Περιφέρειες σταδιακής εξόδου», 3 «Αναβάθµιση των δηµοσίων πολιτικών µέσω του εκσυγχρονισµού του ρυθµιστικού πλαισίου και των δοµών της ∆ηµόσιας ∆ιοίκησης στις 2 Περιφέρειες σταδιακής εισόδου», του Επιχειρησιακού Προγράµµατος «∆ιοικητική Μεταρρύθµιση 2007- 2013»",2009,"154.700,00",EKT,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=358
