t_payee_name,payee_name,t_project_title,project_title,year_joined,public_expenditure_listing,t_fund,fund,uri,t_payee_name,t_project_title,t_fund
SMS OP &quot;HRD&quot;,Ε.Υ.∆. Ε.Π. «ΑΝΑΠΤΥΞΗ ΑΝΘΡΩΠΙΝΟΥ ∆ΥΝΑΜΙΚΟΥ»,Publicity Officer - Reporting to the project in action &quot;Harmonization &amp; family life &#39;,"Σύµβουλος ∆ηµοσιότητας - Πληροφόρησης για έργο στο πλαίσιο της δράσης ""Εναρµόνιση οικογενειακής & επαγγελµατικής ζωής""",2009,150.000 €,ECB,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360,SMS OP &quot;HRD&quot;,Publicity Officer - Reporting to the project in action &quot;Harmonization &amp; family life &#39;,ECB
NATIONAL CENTER FOR VOCATIONAL TRAINING CERTIFICATION (E.KE.PIS.),ΕΘΝΙΚΟ ΚΕΝΤΡΟ ΠΙΣΤΟΠΟΙΗΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΗΣ ΚΑΤΑΡΤΙΣΗΣ (Ε.ΚΕ.ΠΙΣ.),Development and Certification of Occupational profiles,Ανάπτυξη και Πιστοποίηση Επαγγελµατικών Περιγραµµάτων,2009,5.000.000 €,ECB,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360,NATIONAL CENTER FOR VOCATIONAL TRAINING CERTIFICATION (E.KE.PIS.),Development and Certification of Occupational profiles,ECB
AGENCY Labor,ΟΡΓΑΝΙΣΜΟΣ ΕΡΓΑΤΙΚΗΣ ΕΣΤΙΑΣ,Harmonizing work and family life,Εναρµόνιση οικογενειακής και επαγγελµατικής ζωής,2008,47.000.000 €,ECB,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360,AGENCY Labor,Harmonizing work and family life,ECB
AGENCY Labor,ΟΡΓΑΝΙΣΜΟΣ ΕΡΓΑΤΙΚΗΣ ΕΣΤΙΑΣ,Harmonizing work and family life,Εναρµόνιση οικογενειακής και επαγγελµατικής ζωής,2009,62.000.000 €,ECB,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360,AGENCY Labor,Harmonizing work and family life,ECB
SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,Training for the unemployed in certified Training Centers (VTC) with mandatory employment in construction-related issues / Construction,Κατάρτιση ανέργων σε πιστοποιηµένα Κέντρα Επαγγελµατικής Κατάρτισης (ΚΕΚ) µε υποχρεωτική απασχόληση σε θέσεις συναφείς µε θέµατα κατασκευαστικών / τεχνικών έργων,2008,89.600.000 €,ECB,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360,SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,Training for the unemployed in certified Training Centers (VTC) with mandatory employment in construction-related issues / Construction,ECB
SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,"Training for the unemployed in certified Training Centers (VTC), with a compulsory employment in positions related to the sustainable environmental management (green jobs)","Κατάρτιση ανέργων σε πιστοποιηµένα Κέντρα Επαγγελµατικής Κατάρτισης (ΚΕΚ), µε υποχρεωτική απασχόληση σε θέσεις συναφείς µε θέµατα αειφόρου περιβαλλοντικής διαχείρισης (πράσινα επαγγέλµατα)",2009,94.600.000 €,ECB,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360,SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,"Training for the unemployed in certified Training Centers (VTC), with a compulsory employment in positions related to the sustainable environmental management (green jobs)",ECB
SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,"Training for the unemployed in certified Training Centers (VTC), with a compulsory employment in jobs associated with tourism","Κατάρτιση ανέργων σε πιστοποιηµένα Κέντρα Επαγγελµατικής Κατάρτισης (ΚΕΚ), µε υποχρεωτική απασχόληση σε θέσεις συναφείς µε θέµατα τουρισµού",2009,45.400.000 €,ECB,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360,SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,"Training for the unemployed in certified Training Centers (VTC), with a compulsory employment in jobs associated with tourism",ECB
SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,&quot;Training for the unemployed in basic skills to use ICT,«Κατάρτιση ανέργων σε βασικές δεξιότητες χρήσης ΤΠΕ»,2009,30.000.000 €,ECB,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360,SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,&quot;Training for the unemployed in basic skills to use ICT,ECB
SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,&quot;Training for the unemployed in specialized skills using ICT,«Κατάρτιση ανέργων σε εξειδικευµένες δεξιότητες χρήση ΤΠΕ»,2009,14.400.000 €,ECB,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360,SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,&quot;Training for the unemployed in specialized skills using ICT,ECB
SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,ΕΙ∆ΙΚΗ ΥΠΗΡΕΣΙΑ ΕΦΑΡΜΟΓΗΣ ΣΥΓΧΡΗΜΑΤΟ∆ΟΤΟΥΜΕΝ ΩΝ ΕΝΕΡΓΕΙΩΝ ΑΠΟ ΤΟ ΕΥΡΩΠΑΪΚΟ ΚΟΙΝΩΝΙΚΟ ΤΑΜΕΙΟ,&quot;Providing e-learning ICT unemployed&quot;,«Παροχή Υπηρεσιών ηλεκτρονικής µάθησης ΤΠΕ σε ανέργους»,2009,15.599.999 €,ECB,ΕΚΤ,http://www.espa.gr/Shared/Download.aspx?cat=attachments&type=Documents&fileid=360,SPECIAL SERVICE APPLICATION S OPERATIONS FINANCED BY THE EUROPEAN SOCIAL FUND,&quot;Providing e-learning ICT unemployed&quot;,ECB
