"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO"
"COL OF DE ENXEÑEIROS TECNICOS 
FORESTAIS","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","4.000,00"
"DIRECCIÓN GENERAL DE PLANIFICACIÓN Y 
FONDOS DE LA XUNTA DE GALICIA","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","344.776,40"
"FADEMGA","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","356,00"
"FADEMGA FEAPS-GALICIA","Prevención del abandono escolar y refuerzo de la formación inicial","6.000,00"
"FASPONTE","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","3.100,00"
"FEDERACIÓN EFA GALICIA","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","4.804,70"
"FEMURO","Prevención del abandono escolar y refuerzo de la formación inicial","6.000,00"
"FEMURO","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","4.950,00"
"FUND. PROTECC. DISCAP. PSIQ TERRA DE CELANOVA","Prevención del abandono escolar y refuerzo de la formación inicial","5.555,49"
"IGAXÉS-3","Prevención del abandono escolar y refuerzo de la formación inicial","6.000,00"
"INTERRURIS","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","1.400,00"
"MAN COMÚN","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","5.786,00"
"PURAGA","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","6.986,00"
"S. XEROME EMILIANI","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","3.575,00"
"TERRA DE CELANOVA","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","5.023,00"
"VALLE DE ESMELLE","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","1.400,00"
"XUNTA DE GALICIA","Prevención del abandono escolar y refuerzo de la formación inicial","6.054.378,99"
"XUNTA DE GALICIA","Promover reformas en los sistemas de educación y formación que fomenten la 
empleabilidad yaprendizaje","30.887.630,84"
