organización laboral ","4.900,00"TALLERES VICTORIANO MAZO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00"TECNICOS CONSTRUCTORES SANTANDER SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00"TECNISA CAMPOS SA,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","2.500,00"TRANS SANTANDER SA,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","2.500,00"TRANSPORTES RAOS SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00""TUBOS Y SANEAMAIENTOS DE CANTABRIA 
S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.400,00""UNION BESAYA CONSTRUCCIONES Y 
CONTRATAS SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.450,00"URIBE SANCHEZ SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"VEGANHBEL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"VELASCO & ALONSO S.C.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","19.600,00"VIAJES MARMARA S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.800,00"VILFER ELECTRIC SL,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","2.500,00"VISTA SILICON S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"ZAR SANTANDER SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.207,00"
