"BENEFICIARIO","TIPO DE OPERACION","GASTO PUBLICO"
"AYUNTAMIENTO DE VITORIA-GASTEIZ","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.618,96"
"AYUNTAMIENTO DE VITORIA-GASTEIZ","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","506.845,48"
"AYUNTAMIENTO DE ZIERBENA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","88.931,44"
"BARNAGAS NORTE S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.635,50"
"BEHARGINTZA BASAURI-ETXEBARRI, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","675,21"
"BEHARGINTZA BASAURI-ETXEBARRI, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","32.093,00"
"BEHARGINTZA BASAURI-ETXEBARRI, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","38.403,25"
"BEHARGINTZA BASAURI-ETXEBARRI, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.277,49"
"BEHARGINTZA BASAURI-ETXEBARRI, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.898,77"
"BEHARGINTZA BASAURI-ETXEBARRI,SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.144,13"
"BEHARGINTZA BASAURI-ETXEBARRI,SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.421,00"
"BEHARGINTZA BASAURI-ETXEBARRI,SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.413,00"
"BEHARGINTZA TXORIERRI","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","19.235,89"
"BEHARGINTZA TXORIERRI","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.091,40"
"BEHARGINTZA TXORIERRI","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","26.230,46"
"BEHARGINTZA TXORIERRI","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.550,13"
"BEHARGINTZA TXORIERRI","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","349.937,38"
"BERMEOKO UDALA - BEHARGINTZA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.336,67"
"BERMEOKO UDALA - BEHARGINTZA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","28.698,63"
"BERMEOKO UDALA- BEHARGINTZA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","36.331,05"
"BIC GIPUZKOA BERRILAN","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","419.583,18"
"CENTRO INTERNACIONAL NEGOCIOS SEAVI SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.631,88"
"COLCHONERIA LASTAI S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.000,00"
"DEBAGOIENEKO MANKOMUNITATEA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.820,44"
"DEBAGOIENEKO MANKOMUNITATEA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.300,44"
"DEBAGOIENEKO MANKOMUNITATEA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.281,75"
"DEBAGOIENEKO MANKOMUNITATEA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.418,28"
"DEBAGOIENEKO MANKOMUNITATEA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","24.180,23"
"DEBEGESA,S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.353,01"
"DEBEGESA,S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","35.049,66"
"DEBEGESA,S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","21.368,36"
"DEBEGESA,S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","28.058,82"
"DEBEGESA,S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.888,87"
"DEMA","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","176.842,73"
"DIPUTACIÓN FORAL DE ALAVA","Mejorar la empleabilidad de las personas desempleadas","45.406,49"
"DURANGALDEKO BEHARGINTZA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.715,42"
"DURANGALDEKO BEHARGINTZA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","728,50"
"DURANGALDEKO BEHARGINTZA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","20.757,99"
"DURANGALDEKO BEHARGINTZA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.422,93"
"EGAILAN S.A.","Mejorar la empleabilidad de las personas desempleadas","687.943,82"
"EHLABE","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","14.789,71"
"EMAUS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","14.564,32"
"EMAUS BILBAO SCIS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","156.130,90"
"EMAUS FUNDACIÓN SOCIAL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","429.479,78"
"FACTOR SISTEMAS","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","17.875,60"
"FOMENTO DE SAN SEBASTIAN","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","146.000,00"
"FORLAN","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.598,30"
"FORLAN","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","25.634,07"
"FORLAN","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","14.314,26"
"FORLAN","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","165.897,32"
"FSS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","990.174,63"
"FSS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","378,28"
"FSS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","71.993,01"
"FSS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","421.588,07"
"FSS","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","383.860,06"
"FUND. PE?ASCAL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","20.202,04"
"FUND. PE?ASCAL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","391,53"
"FUND. PE?ASCAL","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","44.346,91"
"FUNDACIÓN LABORAL SAN PRUDENCIO","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","85.044,76"
"FUNDACIÓN LANTEGI BATUAK","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","506.915,58"
"GARAPEN","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.955,04"
"GARAPEN","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","52.947,72"
"GARAPEN","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","19.201,23"
"GARAPEN","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.907,23"
"GARAPEN","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.673,37"
"GARAPEN","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","294,06"
"GOIERRIKO EKIMENA, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.662,94"
"GOIERRIKO EKIMENA, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","96.661,74"
"GOIERRIKO EKIMENA, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","11.205,31"
"GOIERRIKO EKIMENA, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","19.878,75"
"GUREAK ARABA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","327,00"
"GUREAK ARABA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","130.957,26"
"IKEI","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","17.150,00"
"IKEI RESEARCH & CONSULTANCY S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","22.213,67"
"IKT","Favorecer la integración social y laboral de las personas inmigrantes","1.260,00"
"INGURALDE","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.410,35"
"INGURALDE","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.820,71"
"INGURALDE","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.290,82"
"INGURALDE","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","10.574,99"
"IRAURGI LANTZEN SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.660,58"
"IRAURGI LANTZEN SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","14.731,47"
"IRAURGI LANTZEN SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","17.920,96"
"ITSASMENDIKOI, S.A.","Favorecer la integración social y laboral de las personas inmigrantes","3.783,68"
"ITSASMENDIKOI, S.A.","Favorecer la integración social y laboral de las personas inmigrantes","21.381,73"
"KATEA LEGAIA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","60.912,81"
"KATEA LEGAIA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","14.068,97"
"KATEA LEGAIA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","150.056,26"
"KATEA-LEGAIA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","26.397,67"
"KATEA-LEGAIA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","23.028,24"
"LAN EKINTZA","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","89.998,72"
"LAN EKINTZA-BILBAO, S.A.","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","353.245,99"
"LAN EKINTZA-BILBAO, S.A.","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","547.366,70"
"LAN EKINTZA-BILBAO, S.A.","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","365.907,88"
"LAN EKINTZA-BILBAO, S.A.","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","2.816,14"
"LAN EKINTZA-BILBAO, S.A.","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","38.858,22"
"LAN EKINTZA-BILBAO, S.A.","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","1.236.961,00"
"LEA ARTIBAIKO GARAPEN AGENTZIA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.494,78"
"LEA ARTIBAIKO GARAPEN AGENTZIA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","15.387,19"
"LEA ARTIBAIKO GARAPEN AGENTZIA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.397,58"
"LEA ARTIBAIKO GARAPEN AGENTZIA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.974,96"
"LEA ARTIBAIKO GARAPEN AGENTZIA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","12.511,28"
"LEKU","Favorecer la integración social y laboral de las personas inmigrantes","429,00"
"LKS","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","16.000,00"
"MANCOMUNIDAD LEA ARTIBAI","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","166.287,44"
"MANCOMUNIDAD UROLA KOSTA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","187.883,62"
"OARSOALDEA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","316.999,19"
"OARSOALDEA, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.090,45"
"OARSOALDEA, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.415,98"
"OARSOALDEA, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","52.475,48"
"OARSOALDEA, S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","34.505,29"
"OLARTE SERVICIOS INTEGRALES DE RR.HH. SO","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","464,00"
"SARTU ALAVA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","11.729,30"
"SARTU ALAVA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","13.823,20"
"SARTU ALAVA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","48.303,65"
"SERVEN SERVICIOS INTEGRALES DE 
VENDING S","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.200,00"
"TALLER USOA LANTEGIA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","10.745,56"
"TALLER USOA LANTEGIA","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","44.835,39"
"TALLERES PROTEGIDOS GUREAK S.A.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","129.018,25"
"TALLERES PROTEGIDOS GUREAK S.A.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","374.602,40"
"TOLOSALDEA GARATZEN S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","28.038,45"
"TOLOSALDEA GARATZEN S.A.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","78.293,81"
"UAGA","Favorecer la integración social y laboral de las personas inmigrantes","381.022,85"
"UGGASA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","25.599,74"
"UGGASA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","13.730,58"
"UPV","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","21.662,55"
"UPV/EHU","Promoción del espíritu empresarial y de la adaptabilidad de las empresas y Refuerzo del 
nivel de competencia","34.425,91"
"URDUÑEDERRA SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.466,93"
"URDUÑEDERRA SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","14.257,76"
"URDUÑEDERRA SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","18.908,75"
"UROLA KOSTA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.271,37"
"UROLA KOSTA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.518,50"
"UROLA KOSTA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.576,22"
"UROLA KOSTA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","14.273,41"
"UROLA KOSTA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","17.057,74"
"UROLA KOSTA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","83.581,06"
"ZUNBELTZ S.COOP.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","17.133,03"
"ZUNBELTZ S.COOP.","Proponer oportunidades de integración social y laboral a las personas con discapacidad y 
en riesgo de exclusión","20,00"
